품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
200807169,히스탄에프정24mg(베타히스틴염산염),19940044,대한뉴팜(주),백색또는미황색의마름모형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427916805700162,NP,분할선,마름모형,하양,-,-,-,12,8,4,20120314,01160,진훈제,전문의약품,20080627,나정,-,-,-,-,-,-,20110614,
200400490,포시릴정10밀리그람(포시노프릴나트륨),19560004,(주)유한양행,양면이볼록한다이아몬드형의백색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428152215400060,YH,F1,마름모형,하양,-,-,-,9.6,6.6,4.25,20051108,02140,혈압강하제,전문의약품,20040715,나정,-,-,-,-,-,-,-,
201308092,헤라그라정25밀리그램(실데나필시트르산염),19640001,에이치케이이노엔(주),푸른색의약간둥근다이아몬드형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426736741800000,C분할선J,S25,마름모형,파랑,-,-,-,9.65,6.85,3.2,20130805,02590,기타의비뇨생식기관및항문용약,전문의약품,20130709,필름코팅정,-,-,-,-,-,-,-,
200605323,테누아트정(디에틸프로피온염산염),19860025,한림제약(주),백색의마름모형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428248730900171,H분할선L,TA,마름모형,하양,-,-,-,9.8,4.5,3.4,20070522,01230,자율신경제,전문의약품,20060523,나정,-,-,-,-,-,-,-,
200605325,암페몬정(디에틸프로피온염산염),20020324,조아제약(주),흰색의마름모형나정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428166497500064,C분할선A,AFM,마름모형,하양,-,-,-,10.0,4.8,2.7,20060905,01230,자율신경제,전문의약품,20060504,나정,-,-,-,-,-,-,-,
200410825,디피온정(디에틸프로피온염산염),19850019,(주)바이넥스,백색의마름모형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428214555500130,M분할선L,-,마름모형,하양,-,-,-,10,5,3.5,20060529,01230,자율신경제,전문의약품,20040729,나정,-,-,-,-,-,-,-,
201310308,포시가정10밀리그램(다파글리플로진프로판디올수화물),20161740,한국아스트라제네카(주),노란색의양면이볼록한다이아몬드형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426799381700084,10,1428,마름모형,노랑,-,-,-,11,8,3,20140228,03960,당뇨병용제,전문의약품,20131126,필름코팅정,-,-,-,-,-,-,20210812,
201201692,헤라그라정100밀리그램(실데나필시트르산염),19640001,에이치케이이노엔(주),흰색의약간둥근다이아몬드형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426597943600190,마크,S100,마름모형,하양,-,-,-,14.2,10.4,6.1,20140521,02590,기타의비뇨생식기관및항문용약,전문의약품,20120320,필름코팅정,CJ|CJ,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700196,-,r0462,-,-,
201201691,헤라그라정50밀리그램(실데나필시트르산염),19640001,에이치케이이노엔(주),흰색의약간둥근다이아몬드형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426597943600180,마크,S50,마름모형,하양,-,-,-,11.4,8.2,5,20140521,02590,기타의비뇨생식기관및항문용약,전문의약품,20120320,필름코팅정,CJ|CJ,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700196,-,r0462,-,-,
201402211,앱스트랄설하정400마이크로그램(펜타닐시트르산염),20140762,한국메나리니(주),흰색의다이아몬드형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150194764897400031,-,-,마름모형,하양,-,-,-,7.4,5.6,2.1,20140617,08210,합성마약,전문의약품,20140513,설하정,-,-,-,-,-,-,-,
201507122,하보니정,20161508,길리어드사이언스코리아(유),한면에“GSI”|다른한면에“7985”가새겨진주황색의양면이볼록한마름모형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500012,GSI,7985,마름모형,분홍,-,-,-,20,10,7,20151105,06290,기타의화학요법제,전문의약품,20151013,필름코팅정,-,-,-,-,-,-,20200713,
200604151,웰피온정(디에틸프로피온염산염),20161580,(주)휴온스,흰색의마름모형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MZGLmiMsaK,H분할선S,분할선,마름모형,하양,-,-,-,10.1,5.0,3.0,20190207,01230,자율신경제,전문의약품,20060104,나정,-,-,-,-,-,-,-,
201902871,베티원정24밀리그램(베타히스틴염산염),19580012,하나제약(주),흰색또는미황색의마름모형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCPBl3Fibj,HN,분할선,마름모형,하양,-,-,-,11.5,8.1,4.1,20200702,01160,진훈제,전문의약품,20190503,나정,-,-,-,-,-,-,-,
201900838,노바스크정2.5밀리그램(암로디핀베실산염),2021005633,비아트리스코리아(주),납작한마름모꼴의흰색정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5Fjz7,NORVASC,2.5,마름모형,하양,-,-,-,7.4,5.6,2.8,20190926,02140,혈압강하제,전문의약품,20190208,정제,-,-,-,-,-,-,20211213,
