path,code,name,shape,color,front,back,shape_class,color_class,front_class,back_class
/content/drive/MyDrive/img/198401161/198401161_55.jpg,198401161,세나서트2밀리그람질정,장방형,연두,마크,CS,7,11,1137,76
/content/drive/MyDrive/img/201900949/201900949_28.jpg,201900949,알룬슬림정,타원형,분홍,AlS,-,8,7,84,1
/content/drive/MyDrive/img/200403333/200403333_5.jpg,200403333,에센비정,사각형,갈색,E,마크,2,0,315,214
/content/drive/MyDrive/img/199000383/199000383_50.jpg,199000383,알파본연질캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/200811079/200811079_57.jpg,200811079,비타액티브연질캡슐,장방형,갈색,비타액티브,-,7,0,1206,1
/content/drive/MyDrive/img/200606617/200606617_81.jpg,200606617,라니티스정,원형,노랑,IB,XID,5,3,451,198
/content/drive/MyDrive/img/201700055/201700055_93.jpg,201700055,마그릭츄어블정,사각형,분홍,IY,-,2,7,483,1
/content/drive/MyDrive/img/200907915/200907915_5.jpg,200907915,노자임캡슐10000,장방형,갈색,10.000,-,7,0,4,1
/content/drive/MyDrive/img/197600483/197600483_76.jpg,197600483,신일비사코딜정,원형,노랑,SIB,-,5,3,839,1
/content/drive/MyDrive/img/200901147/200901147_72.jpg,200901147,아이비에프정,장방형,주황,T19,-,7,13,912,1
/content/drive/MyDrive/img/200008589/200008589.jpg,200008589,카네스텐1질정,기타,하양,BAYER,MU,0,22,102,140
/content/drive/MyDrive/img/200809660/200809660_21.jpg,200809660,비오티스큐정,오각형,하양,IDP,-,4,22,464,1
/content/drive/MyDrive/img/199903179/199903179_83.jpg,199903179,씨씨본정,원형,하양,HS,CC,5,22,438,63
/content/drive/MyDrive/img/201104795/201104795_42.jpg,201104795,키즈하이츄어블정,원형,노랑,GHF,-,5,3,381,1
/content/drive/MyDrive/img/201800567/201800567_90.jpg,201800567,타세놀8시간이알서방정325밀리그램,장방형,하양,TACENOLER,325,7,22,919,15
/content/drive/MyDrive/img/200202873/200202873_89.jpg,200202873,엔시드8시간이알서방정650mg,장방형,하양,ENSIDER,-,7,22,328,1
/content/drive/MyDrive/img/201307834/201307834_46.jpg,201307834,글로게이트정,원형,하양,KG,U1,5,22,551,179
/content/drive/MyDrive/img/198801648/198801648_36.jpg,198801648,메리틴정,원형,하양,마크,ME,5,22,1137,132
/content/drive/MyDrive/img/200101633/200101633_17.jpg,200101633,트리겔정,원형,하양,마크,TR,5,22,1137,174
/content/drive/MyDrive/img/200808194/200808194_96.jpg,200808194,액티브큐텐연질캡슐,장방형,갈색,액티브큐텐,-,7,0,1218,1
/content/drive/MyDrive/img/201605433/201605433_42.jpg,201605433,칼니틴정,원형,하양,AC/LC,-,5,22,23,1
/content/drive/MyDrive/img/199501954/199501954_47.jpg,199501954,신일클로닉신리시네이트정,원형,하양,C,SIL,5,22,142,160
/content/drive/MyDrive/img/200404779/200404779_10.jpg,200404779,엘도캡슐,장방형,초록,IBNELD,-,7,17,454,1
/content/drive/MyDrive/img/199501694/199501694_51.jpg,199501694,이바펜400밀리그람정,장방형,하양,DID,DIP,7,22,284,90
/content/drive/MyDrive/img/200404168/200404168_79.jpg,200404168,덴타-파워캡슐,장방형,파랑,덴타파워IB,-,7,20,1116,1
/content/drive/MyDrive/img/200904881/200904881_50.jpg,200904881,페인엔젤-프로연질캡슐,타원형,파랑|투명,엔젤P,-,8,21,1222,1
/content/drive/MyDrive/img/201109733/201109733_25.jpg,201109733,미놀에프트로키,기타,주황,MINOL·FT·,MINOL·FT·,0,13,645,136
/content/drive/MyDrive/img/200109769/200109769_5.jpg,200109769,애드빌정,원형,주황,Advil,-,5,13,83,1
/content/drive/MyDrive/img/200202988/200202988_15.jpg,200202988,라니드정,오각형,분홍,HK,75,4,7,421,24
/content/drive/MyDrive/img/199901516/199901516_50.jpg,199901516,세란드정,원형,하양,마크,-,5,22,1137,1
/content/drive/MyDrive/img/201109733/201109733_3.jpg,201109733,미놀에프트로키,기타,주황,MINOL·FT·,MINOL·FT·,0,13,645,136
/content/drive/MyDrive/img/201604413/201604413_50.jpg,201604413,마그투연질캡슐,장방형,갈색,SNPMG2,-,7,0,874,1
/content/drive/MyDrive/img/200906966/200906966_49.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/199800785/199800785_50.jpg,199800785,미리놀캡슐,장방형,초록,마크MRL,-,7,17,1160,1
/content/drive/MyDrive/img/200903081/200903081_70.jpg,200903081,유닉신정,원형,하양,JS,UX,5,22,507,183
/content/drive/MyDrive/img/199700553/199700553_86.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/200401488/200401488_44.jpg,200401488,잔시큐정75mg,오각형,분홍,마크,75,4,7,1137,24
/content/drive/MyDrive/img/200100922/200100922_92.jpg,200100922,로노펜정,장방형,주황,TG,RNP,7,13,929,151
/content/drive/MyDrive/img/200811061/200811061_34.jpg,200811061,액티프롤정,원형,하양,TG분할선L,-,5,22,941,1
/content/drive/MyDrive/img/201903455/201903455_85.jpg,201903455,영진아미노펜연질캡슐325mg,타원형,주황|투명,YJAAP,-,8,14,1058,1
/content/drive/MyDrive/img/199804342/199804342_41.jpg,199804342,클리네정,원형,하양,NK,CL,5,22,705,70
/content/drive/MyDrive/img/201508445/201508445_48.jpg,201508445,기가엔드연질캡슐,타원형,빨강,GGD,-,8,9,377,1
/content/drive/MyDrive/img/201402059/201402059_95.jpg,201402059,알티디75정,삼각형,분홍,PK,75,3,7,741,24
/content/drive/MyDrive/img/199501767/199501767_69.jpg,199501767,벡크정,장방형,분홍,SD,분할선,7,7,825,223
/content/drive/MyDrive/img/200301479/200301479_31.jpg,200301479,이벤캡슐,장방형,노랑,WalC27,-,7,3,1032,1
/content/drive/MyDrive/img/200009088/200009088_23.jpg,200009088,로와치넥스캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/199300891/199300891_65.jpg,199300891,세토펜정,장방형,하양,마크,분할선,7,22,1137,223
/content/drive/MyDrive/img/199401030/199401030_6.jpg,199401030,삼남아세트아미노펜정,원형,하양,AA3,분할선,5,22,19,223
/content/drive/MyDrive/img/202000440/202000440_64.jpg,202000440,한미치쏙정600밀리그램,원형,분홍,D6,-,5,7,264,1
/content/drive/MyDrive/img/198701352/198701352_93.jpg,198701352,트레스오릭스훠트정,기타,분홍,마크,마크,0,7,1137,214
/content/drive/MyDrive/img/200906642/200906642_24.jpg,200906642,더마화이트정,원형,하양,T,C,5,22,909,60
/content/drive/MyDrive/img/201802334/201802334_56.jpg,201802334,마그포스액티브연질캡슐,타원형,갈색,MFAC,-,8,0,636,1
/content/drive/MyDrive/img/197900411/197900411_7.jpg,197900411,스파토민캡슐,장방형,노랑,CHO-ASPA,-,7,3,179,1
/content/drive/MyDrive/img/201402369/201402369_88.jpg,201402369,신일겔정,원형,하양,SIG,분할선,5,22,842,223
/content/drive/MyDrive/img/201706199/201706199_69.jpg,201706199,코메키나캡슐,장방형,주황,MQTDW,-,7,13,671,1
/content/drive/MyDrive/img/201307061/201307061_23.jpg,201307061,린아스장용정,원형,하양,LAS,-,5,22,606,1
/content/drive/MyDrive/img/201205251/201205251_56.jpg,201205251,애드민포르테정,마름모형,하양,PNX,분할선,1,22,754,223
/content/drive/MyDrive/img/200906966/200906966_41.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/202000172/202000172_17.jpg,202000172,루치온정100mg,원형,하양,100,L분할선U,5,22,5,127
/content/drive/MyDrive/img/201401484/201401484_65.jpg,201401484,씨엠지아스피린장용정100mg,원형,하양,CP,AS,5,22,205,38
/content/drive/MyDrive/img/201901492/201901492_46.jpg,201901492,비라밸정,타원형,주황,마크D-WVLB,-,8,13,1149,1
/content/drive/MyDrive/img/199900926/199900926_33.jpg,199900926,훼스탈골드정,장방형,하양,FG,-,7,22,360,1
/content/drive/MyDrive/img/200401799/200401799_49.jpg,200401799,알카펜네이잘연질캡슐,타원형,빨강|투명,AK-N,-,8,10,38,1
/content/drive/MyDrive/img/202001821/202001821_23.jpg,202001821,벤포에이연질캡슐,타원형,갈색,BFA,-,8,0,106,1
/content/drive/MyDrive/img/201405107/201405107_25.jpg,201405107,티노큐정75mg,오각형,분홍,BP,75,4,7,126,24
/content/drive/MyDrive/img/199500536/199500536_58.jpg,199500536,셀라펜정,장방형,하양,AL,SF,7,22,40,158
/content/drive/MyDrive/img/201108893/201108893_53.jpg,201108893,비바원정,기타,분홍,CA분할선MM,분할선,0,7,159,223
/content/drive/MyDrive/img/200704813/200704813_63.jpg,200704813,헤모큐플러스캡슐,장방형,갈색,D.WHMQ,-,7,0,260,1
/content/drive/MyDrive/img/201402059/201402059_49.jpg,201402059,알티디75정,삼각형,분홍,PK,75,3,7,741,24
/content/drive/MyDrive/img/201102749/201102749_72.jpg,201102749,서클베인장용정75밀리그램,원형,하양,ASP75,-,5,22,72,1
/content/drive/MyDrive/img/199602082/199602082_42.jpg,199602082,우리들아세틸시스테인캡슐200mg,장방형,파랑,SUDOSUDOACTACT,-,7,20,898,1
/content/drive/MyDrive/img/200302623/200302623_83.jpg,200302623,엑사드정75밀리그램,장방형,주황,KP,ZN75,7,13,585,206
/content/drive/MyDrive/img/201309202/201309202_10.jpg,201309202,잔큐75정,육각형,주황,DID,75,6,13,284,24
/content/drive/MyDrive/img/200906966/200906966_82.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/201404331/201404331_11.jpg,201404331,아파베린정,원형,하양,KS,PV,5,22,589,148
/content/drive/MyDrive/img/199000383/199000383_65.jpg,199000383,알파본연질캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/199700553/199700553_54.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/198801657/198801657_58.jpg,198801657,대화이부프로펜정400밀리그램,장방형,주황,마크,-,7,13,1137,1
/content/drive/MyDrive/img/199701024/199701024_75.jpg,199701024,콜핀정,장방형,주황,A분할선L,COP,7,13,93,75
/content/drive/MyDrive/img/197900411/197900411_6.jpg,197900411,스파토민캡슐,장방형,노랑,CHO-ASPA,-,7,3,179,1
/content/drive/MyDrive/img/201507403/201507403_30.jpg,201507403,세노비아에프정,원형,연두,PKE,1,5,11,746,2
/content/drive/MyDrive/img/201103627/201103627_67.jpg,201103627,미그펜400연질캡슐,타원형,파랑|투명,RPMGF,-,8,21,794,1
/content/drive/MyDrive/img/201310207/201310207_55.jpg,201310207,명문아스피린장용정100mg,원형,하양,MMAS,-,5,22,657,1
/content/drive/MyDrive/img/198400399/198400399_33.jpg,198400399,카마졸질정,기타,하양,KW,-,0,22,597,1
/content/drive/MyDrive/img/201707545/201707545_71.jpg,201707545,맘스폴릭정1000마이크로그램,원형,노랑,DC1,-,5,3,268,1
/content/drive/MyDrive/img/200905055/200905055_12.jpg,200905055,디퓨텐연질캡슐,타원형,노랑|투명,디퓨텐,-,8,4,1119,1
/content/drive/MyDrive/img/201908448/201908448_66.jpg,201908448,프리에나연질캡슐,타원형,주황|투명,FENdk,-,8,14,359,1
/content/drive/MyDrive/img/200809660/200809660_29.jpg,200809660,비오티스큐정,오각형,하양,IDP,-,4,22,464,1
/content/drive/MyDrive/img/201707302/201707302_23.jpg,201707302,프리엔에프연질캡슐,타원형,노랑|투명,PRF,-,8,4,758,1
/content/drive/MyDrive/img/202102171/202102171_91.jpg,202102171,하디큐콜드연질캡슐,타원형,초록|투명,HDCold,-,8,18,414,1
/content/drive/MyDrive/img/200906966/200906966_33.jpg,200906966,제로정150mg,마름모형,파랑,마크,X,1,20,1137,197
/content/drive/MyDrive/img/201105149/201105149_21.jpg,201105149,메가클린연질캡슐,타원형,빨강|투명,MMG,-,8,10,659,1
/content/drive/MyDrive/img/199501953/199501953_18.jpg,199501953,신일티아민염산염정10밀리그램,원형,하양,10,SIL,5,22,3,160
/content/drive/MyDrive/img/201205043/201205043_15.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
/content/drive/MyDrive/img/201904713/201904713_95.jpg,201904713,스카이비백정,타원형,빨강,SyB,-,8,9,907,1
/content/drive/MyDrive/img/202001554/202001554_90.jpg,202001554,코자미연질캡슐,타원형,청록|투명,CZM,-,8,16,227,1
/content/drive/MyDrive/img/199800473/199800473_20.jpg,199800473,라니원정,원형,분홍,마크,-,5,7,1137,1
/content/drive/MyDrive/img/200901934/200901934_80.jpg,200901934,엘탑정,원형,하양,MJC,-,5,22,649,1
/content/drive/MyDrive/img/197600539/197600539_48.jpg,197600539,세가톤트로키,원형,노랑,A,A,5,3,16,26
/content/drive/MyDrive/img/200009525/200009525_74.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
/content/drive/MyDrive/img/201005799/201005799_4.jpg,201005799,콘탑스연질캡슐,타원형,갈색,CONTS,-,8,0,203,1
/content/drive/MyDrive/img/201700055/201700055_65.jpg,201700055,마그릭츄어블정,사각형,분홍,IY,-,2,7,483,1
/content/drive/MyDrive/img/200712481/200712481_22.jpg,200712481,메가파워정,타원형,빨강,YH,MG,8,9,1043,134
/content/drive/MyDrive/img/199801026/199801026_36.jpg,199801026,훼스탈플러스정,장방형,하양,훼스탈PLUS,-,7,22,1281,1
/content/drive/MyDrive/img/198500436/198500436_79.jpg,198500436,엠코발500마이크로그램캡슐,장방형,빨강,D-WD-WMCBMCB,-,7,9,253,1
/content/drive/MyDrive/img/200700800/200700800_24.jpg,200700800,텐텐츄정,사각형,빨강,-,-,2,9,0,1
/content/drive/MyDrive/img/200809660/200809660_58.jpg,200809660,비오티스큐정,오각형,하양,IDP,-,4,22,464,1
/content/drive/MyDrive/img/200009333/200009333_70.jpg,200009333,에이리스정,원형,분홍,마크,912,5,7,1137,25
/content/drive/MyDrive/img/202006143/202006143_19.jpg,202006143,브로멜장용정45밀리그램,타원형,분홍,Kb4,-,8,7,599,1
/content/drive/MyDrive/img/201403429/201403429_60.jpg,201403429,일양바이오아세틸시스테인캡슐200밀리그램,장방형,파랑,IBACT200,-,7,20,452,1
/content/drive/MyDrive/img/200102561/200102561_100.jpg,200102561,리치칼슘연질캡슐,삼각형,갈색|투명,-,-,3,1,0,1
/content/drive/MyDrive/img/199102275/199102275_43.jpg,199102275,포린피아정,타원형,파랑,P분할선K,-,8,20,768,1
/content/drive/MyDrive/img/200802969/200802969_59.jpg,200802969,라딘정75밀리그램,오각형,분홍,UT,75,4,7,980,24
/content/drive/MyDrive/img/201700055/201700055_17.jpg,201700055,마그릭츄어블정,사각형,분홍,IY,-,2,7,483,1
/content/drive/MyDrive/img/199700553/199700553_11.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/202005052/202005052_11.jpg,202005052,브로젠장용정45mg,타원형,분홍,RY4,-,8,7,805,1
/content/drive/MyDrive/img/202004847/202004847_38.jpg,202004847,플루코프캡슐,장방형,빨강,SSN코프,-,7,9,894,1
/content/drive/MyDrive/img/199501748/199501748_73.jpg,199501748,바이메틴정,원형,하양,ETX,BE,5,22,338,52
/content/drive/MyDrive/img/201605577/201605577_14.jpg,201605577,빅스코민에스정,타원형,갈색,KS,VIC,8,0,589,190
/content/drive/MyDrive/img/199903179/199903179_55.jpg,199903179,씨씨본정,원형,하양,HS,CC,5,22,438,63
/content/drive/MyDrive/img/201603223/201603223_41.jpg,201603223,기가파워연질캡슐,타원형,빨강,GIGA,-,8,9,386,1
/content/drive/MyDrive/img/198802329/198802329_84.jpg,198802329,가레오연질캡슐,타원형,하양,GAL250,-,8,22,371,1
/content/drive/MyDrive/img/201904588/201904588_60.jpg,201904588,파인에스정,삼각형,노랑,마크N,-,3,3,1161,1
/content/drive/MyDrive/img/199001012/199001012_17.jpg,199001012,보령아스트릭스캡슐100밀리그람,장방형,주황|투명,AST100,-,7,14,73,1
/content/drive/MyDrive/img/200101315/200101315_46.jpg,200101315,벤포렉스캡슐,장방형,노랑,마크BFRX,-,7,3,1145,1
/content/drive/MyDrive/img/201901304/201901304_33.jpg,201901304,펜실연질캡슐,타원형,빨강,D-WPC,-,8,9,257,1
/content/drive/MyDrive/img/200401488/200401488_67.jpg,200401488,잔시큐정75mg,오각형,분홍,마크,75,4,7,1137,24
/content/drive/MyDrive/img/200802864/200802864_99.jpg,200802864,디카맥스디플러스정,타원형,연두,마크,P,8,11,1137,146
/content/drive/MyDrive/img/198700309/198700309_79.jpg,198700309,엘칸츄정,원형,하양,-,-,5,22,0,1
/content/drive/MyDrive/img/199600201/199600201_32.jpg,199600201,카네마졸질정100mg,기타,하양,DPC,K,0,22,295,119
/content/drive/MyDrive/img/201310391/201310391_51.jpg,201310391,헬씨파워연질캡슐,타원형,검정,RPHPW,-,8,2,792,1
/content/drive/MyDrive/img/198802329/198802329_26.jpg,198802329,가레오연질캡슐,타원형,하양,GAL250,-,8,22,371,1
/content/drive/MyDrive/img/200009088/200009088_42.jpg,200009088,로와치넥스캡슐,기타,노랑|투명,-,-,0,4,0,1
/content/drive/MyDrive/img/199700553/199700553_12.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/200502014/200502014_32.jpg,200502014,두스카정,타원형,하양,NS2,-,8,22,718,1
/content/drive/MyDrive/img/200610765/200610765_3.jpg,200610765,지르텍정,장방형,하양,Z분할선Z,-,7,22,1086,1
/content/drive/MyDrive/img/201404221/201404221_54.jpg,201404221,싸이타민정,기타,분홍,마크,-,0,7,1137,1
/content/drive/MyDrive/img/199000361/199000361_85.jpg,199000361,엘칸정330밀리그램,원형,하양,ID,L,5,22,457,122
/content/drive/MyDrive/img/198800154/198800154_38.jpg,198800154,젤콤정,원형,분홍,△▽△ZELCOM▽△▽,ZELCOM분할선CKD,5,7,1105,204
/content/drive/MyDrive/img/201402565/201402565_4.jpg,201402565,훼너에스연질캡슐,타원형,갈색,훼너S,-,8,0,1278,1
/content/drive/MyDrive/img/201906528/201906528_98.jpg,201906528,프루펜비연질캡슐,타원형,빨강|투명,YPF,-,8,10,1067,1
/content/drive/MyDrive/img/200301069/200301069_34.jpg,200301069,마이부틴정,원형,하양,DM,분할선,5,22,291,223
/content/drive/MyDrive/img/200500605/200500605_35.jpg,200500605,슈카민정,원형,하양,M분할선L,-,5,22,695,1
/content/drive/MyDrive/img/201110661/201110661_25.jpg,201110661,훼리맘큐연질캡슐,타원형,검정,KDFQ,-,8,2,543,1
/content/drive/MyDrive/img/200102561/200102561_9.jpg,200102561,리치칼슘연질캡슐,삼각형,갈색|투명,-,-,3,1,0,1
/content/drive/MyDrive/img/200003819/200003819_18.jpg,200003819,크라렉신정,원형,하양,Cx,분할선,5,22,236,223
/content/drive/MyDrive/img/198501220/198501220_23.jpg,198501220,제텐씨정,타원형,초록,Zn-C,-,8,17,1085,1
/content/drive/MyDrive/img/201901492/201901492_42.jpg,201901492,비라밸정,타원형,주황,마크D-WVLB,-,8,13,1149,1
/content/drive/MyDrive/img/200704636/200704636_26.jpg,200704636,조인탑200연질캡슐,타원형,갈색,조인탑200,-,8,0,1237,1
/content/drive/MyDrive/img/201502766/201502766_48.jpg,201502766,토르민정,원형,분홍,MJH,-,5,7,650,1
/content/drive/MyDrive/img/201309202/201309202_37.jpg,201309202,잔큐75정,육각형,주황,DID,75,6,13,284,24
/content/drive/MyDrive/img/200301795/200301795_11.jpg,200301795,뉴젠비싸이모정,원형,분홍,CYMO,-,5,7,225,1
/content/drive/MyDrive/img/201401660/201401660_63.jpg,201401660,콜락연질캡슐,타원형,파랑|투명,콜락,-,8,21,1242,1
/content/drive/MyDrive/img/200200734/200200734_66.jpg,200200734,영진아스피린장용정,원형,하양,AS,-,5,22,67,1
/content/drive/MyDrive/img/201402059/201402059_45.jpg,201402059,알티디75정,삼각형,분홍,PK,75,3,7,741,24
/content/drive/MyDrive/img/201604914/201604914_24.jpg,201604914,덴스트롱캡슐,장방형,노랑,KBDS,-,7,3,534,1
/content/drive/MyDrive/img/200400364/200400364_92.jpg,200400364,한올트리메부틴말레산염정,원형,하양,마크43,-,5,22,1141,1
/content/drive/MyDrive/img/200201812/200201812_42.jpg,200201812,포린정,장방형,분홍,Y분할선I,23,7,7,1077,13
/content/drive/MyDrive/img/198901917/198901917_47.jpg,198901917,톨시렌연질캡슐,장방형,초록,TOLCILEN,-,7,17,953,1
/content/drive/MyDrive/img/200608208/200608208_37.jpg,200608208,비타씬-플러스정,타원형,노랑,CAVTS,-,8,3,156,1
/content/drive/MyDrive/img/200102561/200102561_51.jpg,200102561,리치칼슘연질캡슐,삼각형,갈색|투명,-,-,3,1,0,1
/content/drive/MyDrive/img/200410715/200410715_29.jpg,200410715,칼테오-40정,타원형,하양,Calteo,40,8,22,231,18
/content/drive/MyDrive/img/199700553/199700553_70.jpg,199700553,큐란정75밀리그램,오각형,분홍,ID,75,4,7,457,24
/content/drive/MyDrive/img/200308619/200308619_39.jpg,200308619,리리스정,장방형,노랑,마크,분할선,7,3,1137,223
/content/drive/MyDrive/img/200904441/200904441_25.jpg,200904441,프로펜디연질캡슐,장방형,노랑|투명,프로펜디,-,7,4,1260,1
/content/drive/MyDrive/img/199000708/199000708_2.jpg,199000708,씨이멕스연질캡슐,타원형,갈색,D-WCEM,-,8,0,251,1
/content/drive/MyDrive/img/198902527/198902527_28.jpg,198902527,다제스캡슐,장방형,하양|주황|투명,HANLIMHANLIM,-,7,25,411,1
/content/drive/MyDrive/img/200401488/200401488_89.jpg,200401488,잔시큐정75mg,오각형,분홍,마크,75,4,7,1137,24
/content/drive/MyDrive/img/201707372/201707372_21.jpg,201707372,아너린정,원형,노랑,JS,A분할선R,5,3,507,44
/content/drive/MyDrive/img/200809660/200809660_87.jpg,200809660,비오티스큐정,오각형,하양,IDP,-,4,22,464,1
/content/drive/MyDrive/img/202001328/202001328_24.jpg,202001328,파모탑정,원형,연두,DS,FM,5,11,299,103
/content/drive/MyDrive/img/201907042/201907042_100.jpg,201907042,영진브로멜라인장용정100밀리그램,원형,분홍,YJM,-,5,7,1061,1
/content/drive/MyDrive/img/201109733/201109733_8.jpg,201109733,미놀에프트로키,기타,주황,MINOL·FT·,MINOL·FT·,0,13,645,136
/content/drive/MyDrive/img/200008589/200008589_60.jpg,200008589,카네스텐1질정,기타,하양,BAYER,MU,0,22,102,140
/content/drive/MyDrive/img/201706804/201706804_37.jpg,201706804,위클린정,타원형,연두,SS,CLT,8,11,892,73
/content/drive/MyDrive/img/202002568/202002568_59.jpg,202002568,요모겐트로키,기타,하양,YODWP,YODWP,0,22,1062,201
/content/drive/MyDrive/img/201205043/201205043_7.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
/content/drive/MyDrive/img/200009525/200009525_76.jpg,200009525,로와콜연질캡슐,기타,초록|투명,-,-,0,18,0,1
/content/drive/MyDrive/img/199602374/199602374_10.jpg,199602374,아세테인캡슐200밀리그램,장방형,주황,KDAcetein,-,7,13,540,1
/content/drive/MyDrive/img/199802435/199802435_64.jpg,199802435,쎄쎄250츄정,사각형,주황,-,-,2,13,0,1
/content/drive/MyDrive/img/201404893/201404893_37.jpg,201404893,일양바이오라니티딘정75밀리그램,오각형,분홍,IB,5,4,7,451,21
/content/drive/MyDrive/img/201700055/201700055_60.jpg,201700055,마그릭츄어블정,사각형,분홍,IY,-,2,7,483,1
/content/drive/MyDrive/img/199600581/199600581_15.jpg,199600581,바이탈씨에프정,원형,노랑,YH,V-C,5,3,1043,185
/content/drive/MyDrive/img/200300470/200300470_46.jpg,200300470,포리부틴정150mg,원형,하양,SAMIL분할선150,-,5,22,812,1
/content/drive/MyDrive/img/201205043/201205043_71.jpg,201205043,고운자임맘정,기타,분홍,마크,Mom,0,7,1137,141
/content/drive/MyDrive/img/201110001/201110001_21.jpg,201110001,브롬콜골드연질캡슐,타원형,노랑|투명,GOLD-B,-,8,4,392,1
/content/drive/MyDrive/img/201004587/201004587_73.jpg,201004587,애드민정,원형,노랑,PU,-,5,3,763,1
/content/drive/MyDrive/img/201108893/201108893_24.jpg,201108893,비바원정,기타,분홍,CA분할선MM,분할선,0,7,159,223
/content/drive/MyDrive/img/201602500/201602500_11.jpg,201602500,에스린정,타원형,하양,마크,C23,8,22,1137,62
/content/drive/MyDrive/img/198701352/198701352_89.jpg,198701352,트레스오릭스훠트정,기타,분홍,마크,마크,0,7,1137,214
/content/drive/MyDrive/img/200401488/200401488_42.jpg,200401488,잔시큐정75mg,오각형,분홍,마크,75,4,7,1137,24
/content/drive/MyDrive/img/200302376/200302376_4.jpg,200302376,메가비타연질캡슐,장방형,갈색,RPMGT,-,7,0,795,1
/content/drive/MyDrive/img/201103677/201103677_70.jpg,201103677,속콜코프엘연질캡슐,타원형,빨강|투명,IYL,-,8,10,486,1
/content/drive/MyDrive/img/198802349/198802349_96.jpg,198802349,카로마스텐질정100밀리그램,기타,하양,YPCΛ,100,0,22,1066,4
