path,code,name,shape,shape_class
/content/drive/MyDrive/img_diamond/201507122/201507122_6.jpg,201507122,하보니정,마름모형,1
/content/drive/MyDrive/img/201708277/201708277_32.jpg,201708277,머슬펜정,타원형,8
/content/drive/MyDrive/img/200802969/200802969_6.jpg,200802969,라딘정75밀리그램,오각형,4
/content/drive/MyDrive/img_diamond/200807169/200807169_36.jpg,200807169,히스탄에프정24mg,마름모형,1
/content/drive/MyDrive/img/200805926/200805926_80.jpg,200805926,엑스프리벤정,타원형,8
/content/drive/MyDrive/img/200102561/200102561_86.jpg,200102561,리치칼슘연질캡슐,삼각형,3
/content/drive/MyDrive/img_six/201201694/201201694_49.jpg,201201694,유니그라정100밀리그램,육각형,6
/content/drive/MyDrive/img_pentagon/200904641/200904641_16.jpg,200904641,뉴큅정0,오각형,4
/content/drive/MyDrive/img/200401445/200401445_60.jpg,200401445,엘로틴캡슐,장방형,7
/content/drive/MyDrive/img_pentagon/202000406/202000406.jpg,202000406,리키롤정0,오각형,4
/content/drive/MyDrive/img/201308385/201308385_8.jpg,201308385,이부로엔연질캡슐,타원형,8
/content/drive/MyDrive/img/200905758/200905758_38.jpg,200905758,씨트메틴정,원형,5
/content/drive/MyDrive/img_diamond/201201692/201201692_56.jpg,201201692,헤라그라정100밀리그램,마름모형,1
/content/drive/MyDrive/img/200802773/200802773_70.jpg,200802773,디카맥스디정,장방형,7
/content/drive/MyDrive/img/200707923/200707923_28.jpg,200707923,덴티하이캡슐,장방형,7
/content/drive/MyDrive/img_six/201305399/201305399_43.jpg,201305399,포르테브이정50밀리그램,육각형,6
/content/drive/MyDrive/img_six/201307881/201307881_35.jpg,201307881,프리야정50밀리그램,육각형,6
/content/drive/MyDrive/img_triangle/201601706/201601706_8.jpg,201601706,펜타칸설하정267마이크로그램,삼각형,3
/content/drive/MyDrive/img/196400046/196400046_23.jpg,196400046,게루삼정,원형,5
/content/drive/MyDrive/img_square/201603686/201603686_5.jpg,201603686,모네카정10mg,사각형,2
/content/drive/MyDrive/img_six/201602990/201602990_45.jpg,201602990,레피온정,육각형,6
/content/drive/MyDrive/img_triangle/201503485/201503485_9.jpg,201503485,타다롱정5밀리그램,삼각형,3
/content/drive/MyDrive/img_triangle/201403183/201403183_9.jpg,201403183,광동엔테카비르정1,삼각형,3
/content/drive/MyDrive/img_pentagon/201001745/201001745_25.jpg,201001745,로디엔정5밀리그램,오각형,4
/content/drive/MyDrive/img/199802435/199802435_45.jpg,199802435,쎄쎄250츄정,사각형,2
/content/drive/MyDrive/img_diamond/201201691/201201691_78.jpg,201201691,헤라그라정50밀리그램,마름모형,1
/content/drive/MyDrive/img_six/201203612/201203612_58.jpg,201203612,팔팔정50밀리그램,육각형,6
/content/drive/MyDrive/img/200607734/200607734_60.jpg,200607734,트루비타정,타원형,8
/content/drive/MyDrive/img/201200854/201200854_0.jpg,201200854,비코그린에스정,원형,5
/content/drive/MyDrive/img_diamond/199802300/199802300_58.jpg,199802300,로제펜정200밀리그람,마름모형,1
/content/drive/MyDrive/img_triangle/200301846/200301846_1.jpg,200301846,아루진정,삼각형,3
/content/drive/MyDrive/img_diamond/200410082/200410082_39.jpg,200410082,비아그라정50밀리그람,마름모형,1
/content/drive/MyDrive/img/201701140/201701140_79.jpg,201701140,프리스펜연질캡슐,타원형,8
/content/drive/MyDrive/img_six/201005501/201005501_51.jpg,201005501,카나브정60밀리그램,육각형,6
/content/drive/MyDrive/img/199800504/199800504_35.jpg,199800504,알레틴정,원형,5
/content/drive/MyDrive/img/201206383/201206383_14.jpg,201206383,바로소펜연질캡슐,타원형,8
/content/drive/MyDrive/img/201502375/201502375_70.jpg,201502375,파세몰비타정,장방형,7
/content/drive/MyDrive/img/200001638/200001638_55.jpg,200001638,헤모니아캡슐,장방형,7
/content/drive/MyDrive/img_triangle/199806929/199806929_7.jpg,199806929,게리동정,삼각형,3
/content/drive/MyDrive/img_square/201802666/201802666_8.jpg,201802666,몬테스타정10mg,사각형,2
/content/drive/MyDrive/img/200806192/200806192_48.jpg,200806192,씨콜드플러스노즈정,타원형,8
/content/drive/MyDrive/img_triangle/201206904/201206904_10.jpg,201206904,엔페드정1밀리그램,삼각형,3
/content/drive/MyDrive/img_square/201210163/201210163.jpg,201210163,싱귤레스정10밀리그램,사각형,2
/content/drive/MyDrive/img_triangle/201402828/201402828_9.jpg,201402828,윈바라크정1밀리그램,삼각형,3
/content/drive/MyDrive/img/199603130/199603130_2.jpg,199603130,씨씨콤연질캡슐,타원형,8
/content/drive/MyDrive/img_triangle/201503170/201503170_8.jpg,201503170,뉴씨그라정5mg,삼각형,3
/content/drive/MyDrive/img_six/201503331/201503331_34.jpg,201503331,사브정5밀리그램,육각형,6
/content/drive/MyDrive/img/201803183/201803183_77.jpg,201803183,메디콘600정,타원형,8
/content/drive/MyDrive/img_six/201305399/201305399_58.jpg,201305399,포르테브이정50밀리그램,육각형,6
/content/drive/MyDrive/img/200500570/200500570_38.jpg,200500570,타나센정,타원형,8
/content/drive/MyDrive/img/200301252/200301252_19.jpg,200301252,엘스테인캡슐,장방형,7
/content/drive/MyDrive/img_pentagon/202000407/202000407_13.jpg,202000407,리키롤정1밀리그램,오각형,4
/content/drive/MyDrive/img_square/200811989/200811989_9.jpg,200811989,동광몬테루카스트정10밀리그램,사각형,2
/content/drive/MyDrive/img/201802995/201802995_53.jpg,201802995,타이맥스연질캡슐,타원형,8
/content/drive/MyDrive/img/199804331/199804331_22.jpg,199804331,넥스팜염산암부록솔정,원형,5
/content/drive/MyDrive/img_diamond/200410082/200410082_95.jpg,200410082,비아그라정50밀리그람,마름모형,1
/content/drive/MyDrive/img_diamond/200410081/200410081_68.jpg,200410081,비아그라정25밀리그람,마름모형,1
/content/drive/MyDrive/img/200706280/200706280_7.jpg,200706280,티라노골드츄어블정,원형,5
/content/drive/MyDrive/img_triangle/200608030/200608030_9.jpg,200608030,아마반정4mg,삼각형,3
/content/drive/MyDrive/img/201803063/201803063_15.jpg,201803063,스로쿨트로키,원형,5
/content/drive/MyDrive/img_triangle/201403540/201403540_0.jpg,201403540,엔루드정0,삼각형,3
/content/drive/MyDrive/img_triangle/201703977/201703977_8.jpg,201703977,발그나필정5밀리그램,삼각형,3
/content/drive/MyDrive/img/199703384/199703384_21.jpg,199703384,엑코스정,원형,5
/content/drive/MyDrive/img/201309202/201309202_74.jpg,201309202,잔큐75정,육각형,6
/content/drive/MyDrive/img/201902261/201902261_84.jpg,201902261,래피콜코프플러스연질캡슐,타원형,8
/content/drive/MyDrive/img/200500570/200500570_4.jpg,200500570,타나센정,타원형,8
/content/drive/MyDrive/img/200902026/200902026_59.jpg,200902026,아로나민이엑스정,타원형,8
/content/drive/MyDrive/img_triangle/201310913/201310913_8.jpg,201310913,바라티스정0,삼각형,3
/content/drive/MyDrive/img/201401236/201401236_34.jpg,201401236,디어미정,원형,5
/content/drive/MyDrive/img_triangle/202106101/202106101_7.jpg,202106101,윕스정10밀리그램,삼각형,3
/content/drive/MyDrive/img_diamond/201507122/201507122_86.jpg,201507122,하보니정,마름모형,1
/content/drive/MyDrive/img/200009525/200009525_84.jpg,200009525,로와콜연질캡슐,기타,0
/content/drive/MyDrive/img_six/201204970/201204970_61.jpg,201204970,이레나필정100밀리그램,육각형,6
/content/drive/MyDrive/img_square/201405467/201405467_2.jpg,201405467,알러몬트정10mg,사각형,2
/content/drive/MyDrive/img_diamond/201900838/201900838_57.jpg,201900838,노바스크정2,마름모형,1
/content/drive/MyDrive/img_triangle/201503295/201503295.jpg,201503295,엠스트롱정20밀리그램,삼각형,3
/content/drive/MyDrive/img_diamond/199901648/199901648_18.jpg,199901648,더모픽스질정,마름모형,1
/content/drive/MyDrive/img/200808924/200808924_98.jpg,200808924,엘퀸정,원형,5
/content/drive/MyDrive/img_pentagon/201108824/201108824_14.jpg,201108824,파키놀정5밀리그램,오각형,4
/content/drive/MyDrive/img/200905074/200905074_11.jpg,200905074,케라스트캡슐,장방형,7
/content/drive/MyDrive/img/200301809/200301809_47.jpg,200301809,스피드펜연질캡슐200밀리그램,타원형,8
/content/drive/MyDrive/img_six/201003156/201003156_1.jpg,201003156,사브정2,육각형,6
/content/drive/MyDrive/img_pentagon/200202219/200202219_34.jpg,200202219,코오진정,오각형,4
/content/drive/MyDrive/img_square/200003973/200003973_12.jpg,200003973,쿠울메드트로키,사각형,2
/content/drive/MyDrive/img/200811364/200811364_38.jpg,200811364,임팩타민파워정,타원형,8
/content/drive/MyDrive/img_triangle/201203745/201203745_7.jpg,201203745,누리그라정50밀리그램,삼각형,3
/content/drive/MyDrive/img_triangle/201400367/201400367.jpg,201400367,엔테칸정0,삼각형,3
/content/drive/MyDrive/img/199700553/199700553_71.jpg,199700553,큐란정75밀리그램,오각형,4
/content/drive/MyDrive/img_triangle/201401127/201401127.jpg,201401127,케비란정1밀리그램,삼각형,3
/content/drive/MyDrive/img_triangle/201500404/201500404_0.jpg,201500404,엔테크루드정0,삼각형,3
/content/drive/MyDrive/img_square/200503255/200503255_12.jpg,200503255,니코스탑트로키,사각형,2
/content/drive/MyDrive/img_triangle/200711113/200711113_5.jpg,200711113,레프미드정20밀리그람,삼각형,3
/content/drive/MyDrive/img/201702394/201702394_10.jpg,201702394,레도신연질캡슐,타원형,8
/content/drive/MyDrive/img_diamond/199901648/199901648_84.jpg,199901648,더모픽스질정,마름모형,1
/content/drive/MyDrive/img/201310592/201310592_83.jpg,201310592,바소피린장용정,원형,5
/content/drive/MyDrive/img_square/201307109/201307109_14.jpg,201307109,루카스정10mg,사각형,2
/content/drive/MyDrive/img_six/197800295/197800295_41.jpg,197800295,임바론정,육각형,6
/content/drive/MyDrive/img/201602500/201602500_63.jpg,201602500,에스린정,타원형,8
/content/drive/MyDrive/img/197700322/197700322_0.jpg,197700322,액티페린정,원형,5
/content/drive/MyDrive/img_diamond/201402211/201402211_6.jpg,201402211,앱스트랄설하정400마이크로그램,마름모형,1
/content/drive/MyDrive/img_triangle/200100125/200100125_11.jpg,200100125,동광프로나제정,삼각형,3
/content/drive/MyDrive/img/198701352/198701352_2.jpg,198701352,트레스오릭스훠트정,기타,0
/content/drive/MyDrive/img/199501767/199501767_17.jpg,199501767,벡크정,장방형,7
/content/drive/MyDrive/img/200710167/200710167_100.jpg,200710167,아이비즈연질캡슐,삼각형,3
/content/drive/MyDrive/img_pentagon/201907897/201907897_21.jpg,201907897,듀카로정30,오각형,4
/content/drive/MyDrive/img_diamond/201902871/201902871_23.jpg,201902871,베티원정24밀리그램,마름모형,1
/content/drive/MyDrive/img_square/201504229/201504229.jpg,201504229,제대로필구강용해필름10밀리그램,사각형,2
/content/drive/MyDrive/img_diamond/201201692/201201692_10.jpg,201201692,헤라그라정100밀리그램,마름모형,1
/content/drive/MyDrive/img_triangle/200608029/200608029_3.jpg,200608029,아마반정4mg,삼각형,3
/content/drive/MyDrive/img_pentagon/201403623/201403623_20.jpg,201403623,시메리딘정,오각형,4
/content/drive/MyDrive/img/201906400/201906400_66.jpg,201906400,세노바퀵연질캡슐,타원형,8
/content/drive/MyDrive/img_diamond/200400490/200400490_110.jpg,200400490,포시릴정10밀리그람,마름모형,1
/content/drive/MyDrive/img_pentagon/201307571/201307571_17.jpg,201307571,타그메틴정,오각형,4
/content/drive/MyDrive/img_triangle/200608030/200608030_11.jpg,200608030,아마반정4mg,삼각형,3
/content/drive/MyDrive/img/201904588/201904588_75.jpg,201904588,파인에스정,삼각형,3
/content/drive/MyDrive/img_triangle/201403953/201403953_6.jpg,201403953,바카비정0,삼각형,3
/content/drive/MyDrive/img/200906642/200906642_98.jpg,200906642,더마화이트정,원형,5
/content/drive/MyDrive/img/201308550/201308550_75.jpg,201308550,슬림비플러스정,삼각형,3
/content/drive/MyDrive/img/199302515/199302515_47.jpg,199302515,리오루펜정400밀리그람,장방형,7
/content/drive/MyDrive/img_diamond/200410082/200410082_117.jpg,200410082,비아그라정50밀리그람,마름모형,1
/content/drive/MyDrive/img_six/200402637/200402637_17.jpg,200402637,아모디핀정5밀리그램,육각형,6
/content/drive/MyDrive/img_pentagon/200108703/200108703_11.jpg,200108703,아반디아정2밀리그람,오각형,4
/content/drive/MyDrive/img/201701158/201701158_43.jpg,201701158,에페젠정,삼각형,3
/content/drive/MyDrive/img_triangle/201301652/201301652_4.jpg,201301652,리바러스정1밀리그램,삼각형,3
/content/drive/MyDrive/img_diamond/201402211/201402211_108.jpg,201402211,앱스트랄설하정400마이크로그램,마름모형,1
/content/drive/MyDrive/img_six/201602990/201602990_52.jpg,201602990,레피온정,육각형,6
/content/drive/MyDrive/img/201405107/201405107_32.jpg,201405107,티노큐정75mg,오각형,4
/content/drive/MyDrive/img_diamond/200400490/200400490_75.jpg,200400490,포시릴정10밀리그람,마름모형,1
/content/drive/MyDrive/img/201402059/201402059_14.jpg,201402059,알티디75정,삼각형,3
/content/drive/MyDrive/img/200500864/200500864_14.jpg,200500864,졸리민정,장방형,7
/content/drive/MyDrive/img/200808862/200808862_52.jpg,200808862,장비오캡슐,장방형,7
/content/drive/MyDrive/img/201004587/201004587_73.jpg,201004587,애드민정,원형,5
/content/drive/MyDrive/img_six/199100638/199100638_43.jpg,199100638,코오롱브렉신20밀리그램정,육각형,6
/content/drive/MyDrive/img_triangle/201503291/201503291_4.jpg,201503291,파워애정20밀리그램,삼각형,3
/content/drive/MyDrive/img/200906254/200906254_90.jpg,200906254,알러샷연질캡슐,타원형,8
/content/drive/MyDrive/img_six/201204975/201204975_20.jpg,201204975,비아맥스정100밀리그램,육각형,6
/content/drive/MyDrive/img_square/200808076/200808076_0.jpg,200808076,싱귤로드정10밀리그램,사각형,2
/content/drive/MyDrive/img_six/201603114/201603114_39.jpg,201603114,에스로핀정2,육각형,6
/content/drive/MyDrive/img/201106789/201106789_80.jpg,201106789,폴엔정,원형,5
/content/drive/MyDrive/img/199100998/199100998_19.jpg,199100998,소롤캡슐,장방형,7
/content/drive/MyDrive/img/199801625/199801625_98.jpg,199801625,트리부틴정200밀리그램,원형,5
/content/drive/MyDrive/img_pentagon/201403623/201403623_2.jpg,201403623,시메리딘정,오각형,4
/content/drive/MyDrive/img/200713171/200713171_26.jpg,200713171,엘큐정,원형,5
/content/drive/MyDrive/img/201404221/201404221_79.jpg,201404221,싸이타민정,기타,0
/content/drive/MyDrive/img_triangle/201901612/201901612_8.jpg,201901612,카라마필정10밀리그램,삼각형,3
/content/drive/MyDrive/img/198400399/198400399_23.jpg,198400399,카마졸질정,기타,0
/content/drive/MyDrive/img_six/201603113/201603113_35.jpg,201603113,넥스디핀정2,육각형,6
/content/drive/MyDrive/img_square/200908024/200908024_0.jpg,200908024,뉴키센비타츄어블정,사각형,2
/content/drive/MyDrive/img/198300476/198300476_72.jpg,198300476,티메틴정,원형,5
/content/drive/MyDrive/img/199400028/199400028_52.jpg,199400028,로이솔정,원형,5
/content/drive/MyDrive/img/202004247/202004247_79.jpg,202004247,알젠다졸정,장방형,7
/content/drive/MyDrive/img/200001184/200001184_27.jpg,200001184,로다인정,타원형,8
/content/drive/MyDrive/img_diamond/200000925/200000925_112.jpg,200000925,비스칸정,마름모형,1
/content/drive/MyDrive/img_triangle/201403954/201403954_0.jpg,201403954,바카비정1,삼각형,3
/content/drive/MyDrive/img_triangle/201500404/201500404_1.jpg,201500404,엔테크루드정0,삼각형,3
/content/drive/MyDrive/img/199000383/199000383_41.jpg,199000383,알파본연질캡슐,기타,0
/content/drive/MyDrive/img_diamond/201201691/201201691_79.jpg,201201691,헤라그라정50밀리그램,마름모형,1
/content/drive/MyDrive/img/201109733/201109733_78.jpg,201109733,미놀에프트로키,기타,0
/content/drive/MyDrive/img/201404221/201404221_49.jpg,201404221,싸이타민정,기타,0
/content/drive/MyDrive/img/201402703/201402703_71.jpg,201402703,릴랙슬정,원형,5
/content/drive/MyDrive/img/200100586/200100586_3.jpg,200100586,유한비타민씨정1000mg,장방형,7
/content/drive/MyDrive/img/201800567/201800567_90.jpg,201800567,타세놀8시간이알서방정325밀리그램,장방형,7
/content/drive/MyDrive/img_triangle/201401493/201401493_7.jpg,201401493,바라카비어정1,삼각형,3
/content/drive/MyDrive/img_six/199200633/199200633_6.jpg,199200633,코오롱브렉신정10밀리그램,육각형,6
/content/drive/MyDrive/img_diamond/199907321/199907321_74.jpg,199907321,쓰리티씨정150밀리그램,마름모형,1
/content/drive/MyDrive/img_triangle/201501931/201501931_4.jpg,201501931,엔카론정1,삼각형,3
/content/drive/MyDrive/img/199100998/199100998_25.jpg,199100998,소롤캡슐,장방형,7
/content/drive/MyDrive/img_six/199200633/199200633_4.jpg,199200633,코오롱브렉신정10밀리그램,육각형,6
/content/drive/MyDrive/img_triangle/202001216/202001216_2.jpg,202001216,조아활리정,삼각형,3
/content/drive/MyDrive/img_pentagon/201310297/201310297_23.jpg,201310297,라니티엠정,오각형,4
/content/drive/MyDrive/img_pentagon/200904585/200904585_22.jpg,200904585,도파프로정1,오각형,4
/content/drive/MyDrive/img/200901231/200901231_40.jpg,200901231,알파우루사연질캡슐,타원형,8
/content/drive/MyDrive/img/200009088/200009088_13.jpg,200009088,로와치넥스캡슐,기타,0
/content/drive/MyDrive/img_triangle/201403550/201403550_5.jpg,201403550,바라누보정0,삼각형,3
/content/drive/MyDrive/img_six/201603114/201603114_52.jpg,201603114,에스로핀정2,육각형,6
/content/drive/MyDrive/img/200004264/200004264_37.jpg,200004264,기가에이연질캡슐,타원형,8
/content/drive/MyDrive/img/199900528/199900528_51.jpg,199900528,쎄투연질캡슐,장방형,7
/content/drive/MyDrive/img/199800504/199800504_77.jpg,199800504,알레틴정,원형,5
/content/drive/MyDrive/img/200403333/200403333_3.jpg,200403333,에센비정,사각형,2
/content/drive/MyDrive/img_six/201004753/201004753_37.jpg,201004753,에피언트정5밀리그램,육각형,6
/content/drive/MyDrive/img/201604010/201604010_65.jpg,201604010,로페도에프캡슐,장방형,7
/content/drive/MyDrive/img_diamond/200410082/200410082_68.jpg,200410082,비아그라정50밀리그람,마름모형,1
/content/drive/MyDrive/img_six/199902689/199902689_24.jpg,199902689,바이버정200밀리그램,육각형,6
/content/drive/MyDrive/img_diamond/200410825/200410825_51.jpg,200410825,디피온정,마름모형,1
/content/drive/MyDrive/img_pentagon/200808559/200808559_31.jpg,200808559,로피맥스정1밀리그램,오각형,4
/content/drive/MyDrive/img/200709062/200709062_13.jpg,200709062,노콜레스연질캡슐,타원형,8
/content/drive/MyDrive/img_pentagon/200802558/200802558_3.jpg,200802558,오니롤정1밀리그램,오각형,4
/content/drive/MyDrive/img/199400581/199400581_62.jpg,199400581,어린이용타스펜정160밀리그램,원형,5
/content/drive/MyDrive/img/199901601/199901601_79.jpg,199901601,로라타인정,타원형,8
/content/drive/MyDrive/img/199600201/199600201_13.jpg,199600201,카네마졸질정100mg,기타,0
/content/drive/MyDrive/img/199302514/199302514_6.jpg,199302514,알파아세트아미노펜정500밀리그람,장방형,7
/content/drive/MyDrive/img/200002385/200002385_86.jpg,200002385,클리신정,원형,5
/content/drive/MyDrive/img_six/201207507/201207507_39.jpg,201207507,비아리스정,육각형,6
/content/drive/MyDrive/img_square/201400538/201400538_11.jpg,201400538,프리스틱서방정100밀리그램,사각형,2
/content/drive/MyDrive/img/200901231/200901231_73.jpg,200901231,알파우루사연질캡슐,타원형,8
/content/drive/MyDrive/img/200708094/200708094_69.jpg,200708094,크린브라이트연질캡슐,타원형,8
/content/drive/MyDrive/img/200403647/200403647_18.jpg,200403647,리놀민연질캡슐,타원형,8
/content/drive/MyDrive/img/201606463/201606463_28.jpg,201606463,바이타액트이엑스정,타원형,8
/content/drive/MyDrive/img/200707923/200707923_17.jpg,200707923,덴티하이캡슐,장방형,7
/content/drive/MyDrive/img_pentagon/200713637/200713637_31.jpg,200713637,파키놀정1밀리그램,오각형,4
/content/drive/MyDrive/img_triangle/200100125/200100125_1.jpg,200100125,동광프로나제정,삼각형,3
/content/drive/MyDrive/img_triangle/200711634/200711634_10.jpg,200711634,류마이드정20밀리그램,삼각형,3
/content/drive/MyDrive/img_pentagon/201309849/201309849_18.jpg,201309849,프라큅정1밀리그램,오각형,4
/content/drive/MyDrive/img_six/199300759/199300759_44.jpg,199300759,플라본정,육각형,6
/content/drive/MyDrive/img/200100944/200100944_29.jpg,200100944,파라존정,원형,5
/content/drive/MyDrive/img_triangle/201503487/201503487_8.jpg,201503487,대웅바이오실데나필정50밀리그램,삼각형,3
/content/drive/MyDrive/img/201405300/201405300_53.jpg,201405300,토코탑연질캡슐,타원형,8
/content/drive/MyDrive/img_pentagon/201403623/201403623_4.jpg,201403623,시메리딘정,오각형,4
/content/drive/MyDrive/img/201604711/201604711_35.jpg,201604711,펜싹코프연질캡슐,타원형,8
/content/drive/MyDrive/img/200003011/200003011_23.jpg,200003011,이지정,장방형,7
/content/drive/MyDrive/img/200001519/200001519_56.jpg,200001519,프리노즈정,장방형,7
/content/drive/MyDrive/img/201309202/201309202_28.jpg,201309202,잔큐75정,육각형,6
/content/drive/MyDrive/img/198400399/198400399_13.jpg,198400399,카마졸질정,기타,0
/content/drive/MyDrive/img_triangle/200301846/200301846_9.jpg,200301846,아루진정,삼각형,3
/content/drive/MyDrive/img_pentagon/200904629/200904629_21.jpg,200904629,도파프로정0,오각형,4
/content/drive/MyDrive/img_pentagon/200202988/200202988_20.jpg,200202988,라니드정,오각형,4
/content/drive/MyDrive/img_triangle/200710888/200710888_6.jpg,200710888,부로바정20밀리그램,삼각형,3
/content/drive/MyDrive/img_square/200901637/200901637_7.jpg,200901637,라모진정25mg,사각형,2
/content/drive/MyDrive/img/198901915/198901915_94.jpg,198901915,신일이부프로펜정400밀리그람,원형,5
/content/drive/MyDrive/img/201205251/201205251.jpg,201205251,애드민포르테정,마름모형,1
/content/drive/MyDrive/img/201205251/201205251_10.jpg,201205251,애드민포르테정,마름모형,1
/content/drive/MyDrive/img_diamond/201205274/201205274_93.jpg,201205274,이디포스정100밀리그램,마름모형,1
/content/drive/MyDrive/img/201508370/201508370_55.jpg,201508370,센코딜에스정,원형,5
/content/drive/MyDrive/img/201700055/201700055_66.jpg,201700055,마그릭츄어블정,사각형,2
/content/drive/MyDrive/img_square/201507845/201507845.jpg,201507845,리메셉트구강용해필름4,사각형,2
/content/drive/MyDrive/img_six/200402607/200402607_6.jpg,200402607,엘프린정,육각형,6
/content/drive/MyDrive/img_six/201207542/201207542_41.jpg,201207542,카나브정30밀리그램,육각형,6
/content/drive/MyDrive/img/201602706/201602706_61.jpg,201602706,엘도스인캡슐,장방형,7
/content/drive/MyDrive/img/200802969/200802969_4.jpg,200802969,라딘정75밀리그램,오각형,4
/content/drive/MyDrive/img_diamond/199901648/199901648_25.jpg,199901648,더모픽스질정,마름모형,1
/content/drive/MyDrive/img_triangle/201503597/201503597_8.jpg,201503597,타라정20밀리그램,삼각형,3
/content/drive/MyDrive/img/200901321/200901321_82.jpg,200901321,비시드에프정,원형,5
/content/drive/MyDrive/img/198701352/198701352_14.jpg,198701352,트레스오릭스훠트정,기타,0
/content/drive/MyDrive/img_six/201602990/201602990_10.jpg,201602990,레피온정,육각형,6
/content/drive/MyDrive/img/201404893/201404893_35.jpg,201404893,일양바이오라니티딘정75밀리그램,오각형,4
/content/drive/MyDrive/img_diamond/200000925/200000925_68.jpg,200000925,비스칸정,마름모형,1
/content/drive/MyDrive/img/200102561/200102561_61.jpg,200102561,리치칼슘연질캡슐,삼각형,3
/content/drive/MyDrive/img/198900712/198900712_31.jpg,198900712,알리코이부프로펜정400mg,장방형,7
/content/drive/MyDrive/img_triangle/201907587/201907587_1.jpg,201907587,아셀렉스정2밀리그램,삼각형,3
/content/drive/MyDrive/img/200901231/200901231_52.jpg,200901231,알파우루사연질캡슐,타원형,8
/content/drive/MyDrive/img/200300420/200300420_98.jpg,200300420,비타써클연질캡슐,타원형,8
/content/drive/MyDrive/img_triangle/201505104/201505104_10.jpg,201505104,리큐버정1밀리그램,삼각형,3
/content/drive/MyDrive/img/200802547/200802547_5.jpg,200802547,예스비타연질캡슐,장방형,7
/content/drive/MyDrive/img_six/199903836/199903836_15.jpg,199903836,알소벤정100마이크로그람,육각형,6
/content/drive/MyDrive/img/200809660/200809660_90.jpg,200809660,비오티스큐정,오각형,4
/content/drive/MyDrive/img_square/200810427/200810427_10.jpg,200810427,애스몬테정10밀리그램,사각형,2
/content/drive/MyDrive/img_triangle/201310897/201310897_4.jpg,201310897,누리그라정25밀리그램,삼각형,3
/content/drive/MyDrive/img/201508445/201508445_78.jpg,201508445,기가엔드연질캡슐,타원형,8
/content/drive/MyDrive/img_square/201405467/201405467_14.jpg,201405467,알러몬트정10mg,사각형,2
/content/drive/MyDrive/img_six/201209444/201209444_12.jpg,201209444,발탁스정100mg,육각형,6
/content/drive/MyDrive/img/200102561/200102561_33.jpg,200102561,리치칼슘연질캡슐,삼각형,3
/content/drive/MyDrive/img_diamond/201206330/201206330_40.jpg,201206330,이디포스정50mg,마름모형,1
/content/drive/MyDrive/img/199600201/199600201_55.jpg,199600201,카네마졸질정100mg,기타,0
/content/drive/MyDrive/img/200109769/200109769_6.jpg,200109769,애드빌정,원형,5
/content/drive/MyDrive/img_square/201902287/201902287_7.jpg,201902287,몬텔루정10밀리그램,사각형,2
/content/drive/MyDrive/img/199802435/199802435_37.jpg,199802435,쎄쎄250츄정,사각형,2
/content/drive/MyDrive/img/200703718/200703718_69.jpg,200703718,랠리토닉연질캡슐,장방형,7
/content/drive/MyDrive/img/201205043/201205043_24.jpg,201205043,고운자임맘정,기타,0
/content/drive/MyDrive/img/201801177/201801177_95.jpg,201801177,메가골드플러스정,장방형,7
/content/drive/MyDrive/img/201404221/201404221_91.jpg,201404221,싸이타민정,기타,0
/content/drive/MyDrive/img/200000493/200000493_22.jpg,200000493,기치코프에스캡슐,장방형,7
