품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
201001745,로디엔정5밀리그램(에스암로디핀니코틴산염),19690009,한림제약(주),흰색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132400048,H분할선L,SX,오각형,하양,-,-,-,9,7.96,4.22,20100614,02140,혈압강하제,전문의약품,20100226,나정,-,-,-,-,-,-,20200803,
200907770,도파로핀정0.25밀리그램(로피니롤염산염),19540006,일동제약(주),양면이볼록한오각형의백색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500091,마크ID,마크,오각형,하양,-,-,-,7.54,7.5,4.5,20091124,01190,기타의중추신경용약,전문의약품,20091028,필름코팅정,오각형,오각형,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,r0180,r0180,-,
200907789,도파로핀정2밀리그램(로피니롤염산염),19540006,일동제약(주),양면이볼록한오각형의연한분홍색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500097,마크ID2,마크,오각형,분홍,-,-,-,7.54,7.5,4.5,20091124,01190,기타의중추신경용약,전문의약품,20091028,필름코팅정,오각형,오각형,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,r0180,r0180,-,
200908351,오니롤정2밀리그램(로피니롤염산염),19570027,한미약품(주),연분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426461934300137,HM,2,오각형,분홍,-,-,-,7.5,4.5,3.6,20100122,01190,기타의중추신경용약,전문의약품,20091127,필름코팅정,-,-,-,-,-,-,20181130,
200908350,파키놀정2밀리그램(로피니롤염산염),19690005,명인제약(주),분홍색의양면이볼록한오각형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426461934300140,PA2,마크,오각형,분홍,-,-,-,7.5,5,3.3,20091223,01190,기타의중추신경용약,전문의약품,20091127,필름코팅정,-,꽃잎|마름모,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,-,r0027,20211101,
201108824,파키놀정5밀리그램(로피니롤염산염),19690005,명인제약(주),연한파란색의양면이볼록한오각형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426575880300004,PA5,마크,오각형,파랑,-,-,-,7.5,5,3.3,20111207,01190,기타의중추신경용약,전문의약품,20111018,필름코팅정,-,꽃잎|마름모,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,-,r0027,20211101,
199700553,큐란정75밀리그램(라니티딘염산염),19540006,일동제약(주),분홍색의오각형필름제피정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MhUmgNfq_3,ID,75,오각형,분홍,-,-,-,7.2,7.2,3.7,20041222,02320,소화성궤양용제,일반의약품,19970627,필름코팅정,-,-,-,-,-,-,20130301,
199501661,영일시메티딘정,19710014,영일제약(주),연녹색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvltn,마크YI,마크,오각형,연두,-,-,-,9.88,9.63,4.12,20041222,02320,소화성궤양용제,전문의약품,19950310,나정,오각형,오각형,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,r0180,r0180,20190617,
200108698,리큅정0.25밀리그램(로피니롤염산염),20161652,(주)글락소스미스클라인,한면에SB가다른면에4890이음각되어있고양면이볼록한오각형의백색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609534390200149,SB,4890,오각형,하양,-,-,-,7.5,7.5,4.4,20041222,01190,기타의중추신경용약,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,20201130,
200108699,리큅정1밀리그램(로피니롤염산염),20161652,(주)글락소스미스클라인,한면에SB가다른면에4892가음각되어있고양면이볼록한오각형의엷은녹색의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609534390200122,SB,4892,오각형,연두,-,-,-,7.5,7.5,4.4,20041222,01190,기타의중추신경용약,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,20201130,
200108700,리큅정2밀리그램(로피니롤염산염),20161652,(주)글락소스미스클라인,한면에SB가다른면에4893이음각되어있고양면이볼록한오각형의엷은황색을띤분홍색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609534390200131,SB,4893,오각형,분홍,-,-,-,7.5,7.5,4.4,20041222,01190,기타의중추신경용약,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,20201130,
200108701,리큅정5밀리그램(로피니롤염산염),20161652,(주)글락소스미스클라인,한면엔SB가다른면엔4894이음각되어있고양면이볼록한오각형의엷은청색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427664135000003,SB,4894,오각형,파랑,-,-,-,7.6,7.6,4.2,20050706,01190,기타의중추신경용약,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,20201130,
200108703,아반디아정2밀리그람(말레인산로시글리타존),20161652,(주)글락소스미스클라인,분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609534390200107,--SB,--2,오각형,분홍,-,-,-,10,5.1,3.8,20041222,03960,당뇨병용제,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,-,
200108704,아반디아정4밀리그람(말레인산로시글리타존),20161652,(주)글락소스미스클라인,오렌지색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v1iV,---GSK,---4,오각형,주황,-,-,-,10,5.1,4.0,20070622,03960,당뇨병용제,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,-,
200108705,아반디아정8밀리그람(말레인산로시글리타존),20161652,(주)글락소스미스클라인,붉은갈색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885962952000048,----SB,----8,오각형,갈색,-,-,-,12.9,6.6,4.7,20050706,03960,당뇨병용제,전문의약품,20010906,필름코팅정,-,-,-,-,-,-,-,
200611553,자낙스XR정0.5mg(알프라졸람),20162675,한국화이자제약(주),흰색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427801142800083,마크,0.5,오각형,하양,-,-,-,9.56,9.19,5.79,20110901,01170,정신신경용제,전문의약품,20061204,나정,X|χ,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700121,-,r0437,-,-,
200802558,오니롤정1밀리그램(로피니롤염산염),19570027,한미약품(주),엷은녹색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427873808100134,HM,1,오각형,연두,-,-,-,7.49,7.49,3.70,20090219,01190,기타의중추신경용약,전문의약품,20080305,필름코팅정,-,-,-,-,-,-,20181130,
200808559,로피맥스정1밀리그램(로피니롤염산염),19720014,고려제약(주),엷은녹색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6KJ1,KDC,분할선,오각형,연두,-,-,-,7.6,7.6,3.3,20091203,01190,기타의중추신경용약,전문의약품,20080808,필름코팅정,-,-,-,-,-,-,20181130,
200202988,라니드정(라니티딘염산염),19900018,한국코러스(주),분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427785474000015,HK,75,오각형,분홍,-,-,-,5,5,3.3,20050304,02320,소화성궤양용제,일반의약품,20020510,필름코팅정,-,-,-,-,-,-,20130315,
200802557,오니롤정0.25밀리그램(로피니롤염산염),19570027,한미약품(주),백색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333330132500007,HM,0,오각형,하양,-,-,-,7.42,7.42,3.47,20090219,01190,기타의중추신경용약,전문의약품,20080305,필름코팅정,-,-,-,-,-,-,20181130,
200803810,뉴큅정2밀리그램(로피니롤염산염),19560004,(주)유한양행,분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O6qormNshF,YH,2,오각형,분홍,-,-,-,7.5,7.5,3.9,20090320,01190,기타의중추신경용약,전문의약품,20080404,필름코팅정,-,-,-,-,-,-,20181130,
200808560,로피맥스정0.25밀리그램(로피니롤염산염),19720014,고려제약(주),흰색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427931156600035,KDC,-,오각형,하양,-,-,-,7.6,7.6,3.3,20081215,01190,기타의중추신경용약,전문의약품,20080808,필름코팅정,-,-,-,-,-,-,20181130,
200803147,로킨스정2밀리그램(로피니롤염산염),19620001,신풍제약(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427888519700000,마크,2,오각형,분홍,-,-,-,7.4,3.9,3.9,20091009,01190,기타의중추신경용약,전문의약품,20080320,필름코팅정,SP|5P|dS|d5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,-,r0053,-,-,
200803811,도파프로정2.0밀리그램(로피니롤염산염),19860002,제일약품(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427888519700015,2,JI,오각형,분홍,-,-,-,8,5,4.5,20101101,01190,기타의중추신경용약,전문의약품,20080404,필름코팅정,-,-,-,-,-,-,20181130,
200708444,로피맥스정2밀리그램(로피니롤염산염),19720014,고려제약(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427841181200068,KDC,-,오각형,분홍,-,-,-,7.6,7.6,3.3,20080617,01190,기타의중추신경용약,전문의약품,20070723,필름코팅정,-,-,-,-,-,-,20181130,
200809660,비오티스큐정,19540006,일동제약(주),백색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149875082827600133,IDP,-,오각형,하양,-,-,-,8.68,8.48,4.88,20090105,02370,정장제,일반의약품,20080918,필름코팅정,-,-,-,-,-,-,20200619,
200802969,라딘정75밀리그램(염산라니티딘),19910001,한국유나이티드제약(주),양쪽이볼록한오각형의분홍색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427841181200124,UT,75,오각형,분홍,-,-,-,8.9,7.8,3,20080902,02320,소화성궤양용제,일반의약품,20080318,필름코팅정,-,-,-,-,-,-,20130301,
200202219,코오진정,19560016,제이더블유신약(주),하늘색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147808513704500127,CT,분할선,오각형,파랑,-,-,-,8.4,8.4,3.9,20041222,01410,항히스타민제,일반의약품,20021205,나정,-,-,-,-,-,-,-,
200401488,잔시큐정75mg(라니티딘염산염),19550015,(주)동구바이오제약,분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428083381200057,마크,75,오각형,분홍,-,-,-,7.3,7.3,4.2,20050714,02320,소화성궤양용제,일반의약품,20040623,필름코팅정,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900079,-,r0026,-,20130301,
200300502,엘티딘정75밀리그램(라니티딘염산염),19710009,대우제약(주),주황색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXVKYFvlFN,마크,75,오각형,주황,-,-,-,8.0,5.0,3.2,20041222,02320,소화성궤양용제,일반의약품,20031029,필름코팅정,D,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100177,-,r0184,-,20180918,
200608320,로디엔정2.5밀리그램(에스암로디핀니코틴산염),19690009,한림제약(주),흰색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428224287900097,H분할선L,S,오각형,하양,-,-,-,8.10,7.20,2.50,20061027,02140,혈압강하제,전문의약품,20060731,나정,-,-,-,-,-,-,20200803,
200713637,파키놀정1밀리그램(로피니롤염산염),19690005,명인제약(주),연한초록색의양면이볼록한오각형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428322126600164,PA1,마크,오각형,초록,-,-,-,7.5,5,3.3,20090115,01190,기타의중추신경용약,전문의약품,20071224,필름코팅정,-,꽃잎|마름모,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900082,-,r0027,20211014,
200701964,하이탑핀정(에스암로디핀니코틴산염),19620001,신풍제약(주),흰색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029800036,HY,마크,오각형,하양,-,-,-,5.85,3.19,2.50,20070416,02140,혈압강하제,전문의약품,20070214,나정,-,SP|SP|5P|dS|d5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000014,-,r0468,20200617,
201307571,타그메틴정(시메티딘),19550017,삼남제약(주),연녹색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426717883200189,마크SC,마크,오각형,연두,-,-,-,9.95,9.67,4.39,20130716,02320,소화성궤양용제,전문의약품,20130531,나정,오각형,오각형,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100165,r0180,r0180,20151217,
201405107,티노큐정75mg(라니티딘염산염),19550014,(주)제뉴파마,분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148387985149700077,BP,75,오각형,분홍,-,-,-,8,7,3,20150206,02320,소화성궤양용제,일반의약품,20141031,필름코팅정,-,-,-,-,-,-,20161118,
201309849,프라큅정1밀리그램(로피니롤염산염),19950015,한국프라임제약(주),엷은녹색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426794354400027,KPP,분할선,오각형,연두,-,-,-,8,7,4,20150127,01190,기타의중추신경용약,전문의약품,20131022,필름코팅정,-,-,-,-,-,-,20181130,
201309850,프라큅정2밀리그램(로피니롤염산염),19950015,한국프라임제약(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426794354400030,KPP,-,오각형,분홍,-,-,-,8,7,4,20150127,01190,기타의중추신경용약,전문의약품,20131022,필름코팅정,-,-,-,-,-,-,20211007,
201309848,프라큅정0.25밀리그램(로피니롤염산염),19950015,한국프라임제약(주),흰색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426794354400024,KPP,-,오각형,하양,-,-,-,8,7,4,20150127,01190,기타의중추신경용약,전문의약품,20131022,필름코팅정,-,-,-,-,-,-,20181130,
201403623,시메리딘정(시메티딘),19550001,이연제약(주),연녹색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426904094800107,RY,-,오각형,연두,-,-,-,10,10,4,20141020,02320,소화성궤양용제,전문의약품,20140805,나정,-,-,-,-,-,-,20151217,
201308845,맥시그라구강붕해정50밀리그램(실데나필시트르산염),19620006,국제약품(주),흰색의오각형구강붕해정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426760981500150,KJ,50,오각형,하양,-,-,-,8,4,2.5,20140313,02590,기타의비뇨생식기관및항문용약,전문의약품,20130816,구강붕해정,-,-,-,-,-,-,20170909,
201500711,라니티나정75밀리그램(라니티딘염산염),19560010,한국유니온제약(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829662912100105,LA,75,오각형,분홍,-,-,-,7.5,7,2.5,20150722,02320,소화성궤양용제,일반의약품,20150212,필름코팅정,-,-,-,-,-,-,-,
201406138,제니틴정75밀리그램(라니티딘염산염),20090778,(주)한국피엠지제약,분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426985017000142,PU,75,오각형,분홍,-,-,-,7.2,7.18,3.32,20150306,02320,소화성궤양용제,일반의약품,20141230,필름코팅정,-,-,-,-,-,-,-,
201503006,위라딘정75밀리그램(라니티딘염산염),19700009,한화제약(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829647856400128,RT1,-,오각형,분홍,-,-,-,7.3,7.3,4.2,20150828,02320,소화성궤양용제,일반의약품,20150519,필름코팅정,-,-,-,-,-,-,-,
201404298,라니킴정75밀리그램(라니티딘염산염),20020017,주식회사제뉴원사이언스,주황색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXGIZYt28J,마크,75,오각형,주황,-,-,-,8.8,8.3,3.3,20150205,02320,소화성궤양용제,일반의약품,20140922,필름코팅정,킴|ㅋㅣㅁ,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700190,-,r0460,-,-,
201507261,가딘정75밀리그램(라니티딘염산염),19900019,유니메드제약(주),오각형의분홍색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427128653500039,GD,75,오각형,분홍,-,-,-,9,8,3,20151127,02320,소화성궤양용제,일반의약품,20151020,필름코팅정,-,-,-,-,-,-,-,
201702111,펜디세미정(펜디메트라진타르타르산염),20161580,(주)휴온스,흰색내지미백색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149581320241300092,H분할선S,-,오각형,하양,-,-,-,6.05,6.05,3.27,20170524,01230,자율신경제,전문의약품,20170426,나정,-,-,-,-,-,-,-,
201402563,라니돈정75밀리그램(라니티딘염산염),19720011,에이치엘비제약(주),분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150159525484900173,CT,RT,오각형,분홍,-,-,-,7.1,7.1,3.3,20170726,02320,소화성궤양용제,일반의약품,20140609,필름코팅정,-,-,-,-,-,-,20170428,
201602870,아이란정75밀리그램(라니티딘염산염),20070064,(주)아이월드제약,분홍색의양면이볼록한오각형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MiQk9lOCDm,IP,75,오각형,분홍,-,-,-,8.1,7.6,3.3,20190527,02320,소화성궤양용제,일반의약품,20160523,필름코팅정,-,-,-,-,-,-,20190404,
201506155,지엘라니티딘염산염정75밀리그램,19650018,지엘파마(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeqxE6LZ-C,cr,R75,오각형,분홍,-,-,-,7.2,7.2,3.1,20190417,02320,소화성궤양용제,일반의약품,20150831,필름코팅정,-,-,-,-,-,-,-,
201404893,일양바이오라니티딘정75밀리그램(라니티딘염산염),20090756,일양바이오팜(주),분홍색의양면이볼록한오각형의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOyc,IB,5,오각형,분홍,-,-,-,8.2,7.7,3.3,20190904,02320,소화성궤양용제,일반의약품,20141024,필름코팅정,-,-,-,-,-,-,20190617,
201310297,라니티엠정(라니티딘염산염),19550012,(주)마더스제약,분홍색의오각형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mq-1T3NOmk,MJ,5,오각형,분홍,-,-,-,7.3,7.3,3.2,20190906,02320,소화성궤양용제,일반의약품,20131126,필름코팅정,-,-,-,-,-,-,20190604,
202000408,리키롤정2밀리그램(로피니롤염산염),19830008,대웅바이오(주),분홍색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8jUtEiHRE,RK,-,오각형,분홍,-,-,-,7.7,7.7,3.4,20200511,01190,기타의중추신경용약,전문의약품,20200123,필름코팅정,-,-,-,-,-,-,-,
202000407,리키롤정1밀리그램(로피니롤염산염),19830008,대웅바이오(주),엷은녹색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8jUtEiHSF,RK,분할선,오각형,연두,-,-,-,7.7,7.7,3.4,20200511,01190,기타의중추신경용약,전문의약품,20200123,필름코팅정,-,-,-,-,-,-,-,
202000406,리키롤정0.25밀리그램(로피니롤염산염),19830008,대웅바이오(주),흰색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N8jUtEiHT0,RK,-,오각형,하양,-,-,-,7.7,7.7,3.4,20200511,01190,기타의중추신경용약,전문의약품,20200123,필름코팅정,-,-,-,-,-,-,-,
201907894,듀카로정30/5/5밀리그램,19880005,(주)보령,흰색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2lHOy4OJ6,fAr,355,오각형,하양,-,-,-,7.9,7.9,4.5,20200217,02190,기타의순환계용약,전문의약품,20191113,필름코팅정,-,-,-,-,-,-,20220503,
201907897,듀카로정30/5/10밀리그램,19880005,(주)보령,연두색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2lHOy4OJi,fAR,351,오각형,연두,-,-,-,7.9,7.9,4.5,20200217,02190,기타의순환계용약,전문의약품,20191113,필름코팅정,-,-,-,-,-,-,20220503,
201907893,듀카로정60/5/5밀리그램,19880005,(주)보령,노란색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2lHOy4OKI,FAr,655,오각형,노랑,-,-,-,8.3,8.3,5.2,20200217,02190,기타의순환계용약,전문의약품,20191113,필름코팅정,-,-,-,-,-,-,20220503,
201907895,듀카로정60/5/10밀리그램,19880005,(주)보령,주황색의오각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N2lHOy4OKu,FAR,651,오각형,분홍,-,-,-,8.3,8.3,5.2,20200217,02190,기타의순환계용약,전문의약품,20191113,필름코팅정,-,-,-,-,-,-,20220503,
202102833,로디엔정1.25밀리그램(에스암로디핀니코틴산염),19690009,한림제약(주),흰색의오각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NZWOAuKkzg,HL,1,오각형,하양,-,-,-,6.0,5.2,2.3,20210416,02140,혈압강하제,전문의약품,20210331,나정,-,-,-,-,-,-,20210713,
