품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
199200633,코오롱브렉신정10밀리그램(피록시캄베타사이클로덱스트린),19650002,코오롱제약(주),황색내지레몬빛황색의육각형정제이다.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150885962952100063,K분할선L,B분할선10,육각형,노랑,-,-,-,10.2,9.2,4.7,20060105,01140,해열.진통.소염제,전문의약품,19920122,나정,-,-,-,-,-,-,20190924,
199300759,플라본정(은행엽건조엑스)수출명:코오롱플라본정(은행엽건조엑스),19650002,코오롱제약(주),엷은녹색의육각형필름코팅정제수출용:밤색의원형필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427394179500043,K분할선L,분할선,육각형,연두,-,-,-,10.5,9.45,4.7,20050819,02190,기타의순환계용약,일반의약품,19930531,필름코팅정,-,-,-,-,-,-,20200723,
197900123,크리돌정100밀리그람(설린닥),19580001,건일제약(주),진한황색의육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151499405691800044,KMD분할선100,마크,육각형,노랑,-,-,-,10,9,3.5,20060223,01140,해열.진통.소염제,전문의약품,19790810,필름코팅정,-,건|ㄱ-ㄴ|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600115,-,r0228,20200301,
198100102,크리돌정200mg(설린닥),19580001,건일제약(주),진한황색의육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369812688100010,KMD분할선200,마크,육각형,노랑,-,-,-,8.8,8.8,4.9,20051102,01140,해열.진통.소염제,전문의약품,19811111,필름코팅정,-,건|ㄱ-ㄴ|H,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600115,-,r0228,-,
200307647,싸이토텍정200마이크로그램(미소프로스톨),20160560,한국화이자제약(주),백색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151326607822200092,SEARLE분할선1461,마크,육각형,하양,-,-,-,9.3,8.5,3.7,20050318,02320,소화성궤양용제,전문의약품,20060901,나정,-,위|위장|위모양,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600160,-,r0244,20200317,
200600830,로브렉스정(피록시캄베타-싸이클로덱스트린),20090756,일양바이오팜(주),황색내지레몬빛황색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427733626400092,마크,분할선,육각형,노랑,-,-,-,11,6.0,3.0,20060908,01140,해열.진통.소염제,전문의약품,20060222,나정,W|M,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295200040,-,r0309,-,-,
199603160,알소벤정(미소프로스톨),19900019,유니메드제약(주),백색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248800082,UNIMED분할선86,분할선,육각형,하양,-,-,-,10,8.5,3,20051031,02320,소화성궤양용제,전문의약품,19960406,나정,-,-,-,-,-,-,20200217,
199903836,알소벤정100마이크로그람(미소프로스톨),19900019,유니메드제약(주),하늘색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151369795248800076,UNIMED분할선86,분할선,육각형,파랑,-,-,-,10,8.5,3,20051031,02320,소화성궤양용제,전문의약품,19991230,나정,-,-,-,-,-,-,20190504,
197800295,임바론정(설린닥),19560011,삼진제약(주),황색의정제.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mxwka5v48T,SJ분할선55,분할선,육각형,노랑,-,-,-,9.6,8.5,3.1,20060913,01140,해열.진통.소염제,전문의약품,19780830,나정,-,-,-,-,-,-,-,
199702117,한국넬슨미소프로스톨정(미소프로스톨100배산),19970003,한국넬슨제약(주),흰색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151317985218500125,NELSON분할선,분할선,육각형,하양,-,-,-,8.6,8.6,2.8,20041222,02320,소화성궤양용제,전문의약품,19970703,나정,-,-,-,-,-,-,20190504,
199602752,씨로텍정(미소프로스톨100배산)(수출용),19600016,(주)유영제약,백색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427619746700078,마크,CRT,육각형,하양,-,-,-,9.6,8.5,3,20041222,02320,소화성궤양용제,전문의약품,19960229,나정,i,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900100,-,r0033,-,20190504,
200402607,엘프린정(에날라프릴말레산염),20171724,(주)아리제약,흰색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6KPt,EL,-,육각형,하양,-,-,-,8.0,7.0,2.5,20110718,02140,혈압강하제,전문의약품,20040901,나정,-,-,-,-,-,-,20210105,
200402637,아모디핀정5밀리그램(캄실산암로디핀),19570027,한미약품(주),백색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6Dbw,HMP,AM분할선5,육각형,하양,-,-,-,8.32,6.06,3.13,20041222,02140,혈압강하제,전문의약품,20040608,나정,-,-,-,-,-,-,20200901,
201307881,프리야정50밀리그램(실데나필시트르산염),19580003,알보젠코리아(주),파랑색의육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426725907400155,KW,50,육각형,파랑,-,-,-,14.31,10.15,5.35,20130718,02590,기타의비뇨생식기관및항문용약,전문의약품,20130626,필름코팅정,-,-,-,-,-,-,20170909,
201506028,포미스터정50mg(실데나필시트르산염),19550007,한올바이오파마(주),연한파랑색의양면이볼록한육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427111861600071,마크분할선50,분할선,육각형,파랑,-,-,-,11.7,7.6,4.2,20150914,02590,기타의비뇨생식기관및항문용약,전문의약품,20150826,필름코팅정,HA|HΛ|I-A|I-Λ|VH,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800036,-,r0077,-,-,
201203612,팔팔정50밀리그램(실데나필시트르산염),19570027,한미약품(주),약간둥근육각형의파란색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426604172000192,88,50,육각형,파랑,-,-,-,11.1,8.2,4.3,20150527,02590,기타의비뇨생식기관및항문용약,전문의약품,20120430,필름코팅정,-,-,-,-,-,-,20170909,
201203613,팔팔정100밀리그램(실데나필시트르산염),19570027,한미약품(주),약간둥근육각형의파란색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426604172000198,88,100,육각형,파랑,-,-,-,14.2,10.4,5.3,20150527,02590,기타의비뇨생식기관및항문용약,전문의약품,20120430,필름코팅정,-,-,-,-,-,-,20170909,
201305399,포르테브이정50밀리그램(실데나필시트르산염),19760002,경동제약(주),보라색의육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829652797600138,F분할선V,50,육각형,보라,-,-,-,10.35,8.1,4.45,20150618,02590,기타의비뇨생식기관및항문용약,전문의약품,20130219,필름코팅정,-,-,-,-,-,-,20170909,
201502216,더포르테씨정20밀리그램(타다라필),19760002,경동제약(주),노란색의육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829652797600144,C분할선I,20,육각형,노랑,-,-,-,10.5,8.3,4.5,20150706,02590,기타의비뇨생식기관및항문용약,전문의약품,20150414,필름코팅정,-,-,-,-,-,-,20210205,
201502217,더포르테씨정5밀리그램(타다라필),19760002,경동제약(주),노란색의육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829652797600150,CI,5,육각형,노랑,-,-,-,8.7,7.2,3.4,20150706,02590,기타의비뇨생식기관및항문용약,전문의약품,20150414,필름코팅정,-,-,-,-,-,-,20210205,
201503331,사브정5밀리그램(에스암로디핀베실산염2.5수화물),19700003,일성신약(주),분할선이새겨진흰색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427070775200006,사분할선브,5,육각형,하양,-,-,-,10.04,6.18,2.86,20150708,02140,혈압강하제,전문의약품,20150529,나정,-,-,-,-,-,-,20200526,
201308903,에이치-유정50밀리그램(실데나필시트르산염),19580004,안국약품(주),육각형의푸른색필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426760981500178,AG,S분할선50,육각형,파랑,-,-,-,11.72,7.62,5.1,20131025,02590,기타의비뇨생식기관및항문용약,전문의약품,20130820,필름코팅정,-,-,-,-,-,-,20170909,
201206409,포미스터정100mg(실데나필시트르산염),19550007,한올바이오파마(주),연한파란색의양면이볼록한육각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674121065200094,마크분할선100,분할선,육각형,파랑,-,-,-,14.2,9.7,5.4,20160701,02590,기타의비뇨생식기관및항문용약,전문의약품,20120806,필름코팅정,HA|HΛ|I-A|I-Λ|VH,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938644048800036,-,r0077,-,20170909,
200610872,테뉴에이트정(디에틸프로피온염산염),20152203,알보젠코리아(주),흰색내지미황색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723247362300040,ALK,T분할선U,육각형,하양,-,-,-,7,6.35,3.78,20170508,01230,자율신경제,전문의약품,20060803,나정,-,-,-,-,-,-,-,
201602990,레피온정(디에틸프로피온염산염),2021013245,(주)제뉴파마,흰색내지미황색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148431162903300118,KMP,2분할선5,육각형,하양,-,-,-,7.07,6.42,4,20170111,01230,자율신경제,전문의약품,20160527,나정,-,-,-,-,-,-,-,
201603113,넥스디핀정2.5mg(에스암로디핀베실산염2.5수화물),19960030,(주)넥스팜코리아,분할선이새겨진엷은황색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151698121845600113,NK,분할선,육각형,노랑,-,-,-,7.11,4.05,3.18,20180123,02140,혈압강하제,전문의약품,20160531,나정,-,-,-,-,-,-,20201026,
201603114,에스로핀정2.5mg(에스암로디핀베실산염2.5수화물),20141181,(주)이든파마,분할선이새겨진엷은황색의육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N34MmQGGaZ,EK2,2분할선5,육각형,노랑,-,-,-,8.3,4.6,2.5,20200303,02140,혈압강하제,전문의약품,20160531,나정,-,-,-,-,-,-,20201029,
199902689,바이버정200밀리그램(아시클로버),19570027,한미약품(주),흰색의정육각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NVa1O6YktT,HM,-,육각형,하양,-,-,-,11.1,11.1,3.8,20210222,06290,기타의화학요법제,전문의약품,19990320,나정,-,-,-,-,-,-,20210318,
201207542,카나브정30밀리그램(피마사르탄칼륨삼수화물),19880005,(주)보령,연두색의각모서리가둥근육각형의볼록한필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-M7iZWRKN,B분할선R,FMS3,육각형,연두,-,-,-,6.8,5.2,2.6,20220322,02140,혈압강하제,전문의약품,20121030,필름코팅정,-,-,-,-,-,-,20201230,
