품목일련번호,품목명,업소일련번호,업소명,성상,큰제품이미지,표시앞,표시뒤,의약품제형,색상앞,색상뒤,분할선앞,분할선뒤,크기장축,크기단축,크기두께,이미지생성일자(약학정보원),분류번호,분류명,전문일반구분,품목허가일자,제형코드명,표기내용앞,표기내용뒤,표기이미지앞,표기이미지뒤,표기코드앞,표기코드뒤,변경일자,Unnamed: 29
200511063,아큐프릴정10밀리그램(퀴나프릴염산염),20160560,한국화이자제약(주),흰색의삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609813331300085,1분할선0,분할선,삼각형,하양,-,-,-,9.3,9.3,3.1,20041222,02140,혈압강하제,전문의약품,20050916,필름코팅정,-,-,-,-,-,-,-,
199501948,신일시메티딘정,19560015,신일제약(주),삼각형의연청색필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148422842503300097,마크,마크,삼각형,파랑,-,-,-,9.4,9.2,4.3,20041222,02320,소화성궤양용제,전문의약품,19950920,필름코팅정,삼각형|△,삼각형|△,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100171,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938647484100171,r0182,r0182,20151217,
199301550,옥타마정,19550017,삼남제약(주),청색의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427688264600096,OTM,분할선,삼각형,파랑,-,-,-,10.3,10.3,5.0,20060306,02320,소화성궤양용제,일반의약품,19931204,나정,-,-,-,-,-,-,-,
200100125,동광프로나제정,19560001,동광제약(주),등황색의장용성필름코팅한삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427738395000181,마크,-,삼각형,주황,-,-,-,8.5,8.5,4.4,20050825,03950,효소제제,일반의약품,20010620,장용성필름코팅정,ㄷㄱ|G,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600169,-,r0247,-,-,
199806929,게리동정(수출용),19960030,(주)넥스팜코리아,분홍색삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427593004100038,NKGD,분할선,삼각형,분홍,-,-,-,12.3,12.3,4.9,20080528,01140,해열.진통.소염제,일반의약품,19661006,나정,-,-,-,-,-,-,20150131,
200108800,카이트릴정1밀리그램(그라니세트론염산염),20161686,(주)종근당,양면이볼록한삼각형의흰색내지거의흰색의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152915949055400123,K1,-,삼각형,하양,-,-,-,7,7,2.5,20041222,02350,최토제|진토제,전문의약품,20010209,필름코팅정,-,-,-,-,-,-,20180601,
200200928,제이알히드로코르티손정5밀리그램,19570012,(주)비보존제약,연한분홍색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MwjLoFp4Vs,5JR,5JR,삼각형,분홍,-,-,-,7.2,7.2,2.7,20060830,02450,부신호르몬제,전문의약품,20020726,나정,-,-,-,-,-,-,20210809,
200711113,레프미드정20밀리그람(레프루노미드),19570013,일양약품(주),미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427911774600128,LFM,20,삼각형,노랑,-,-,-,7,7,4,20090616,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071008,필름코팅정,-,-,-,-,-,-,-,
200710888,부로바정20밀리그램(레프루노미드),19590006,오스틴제약(주),황색내지황토색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427916805700033,WJ,75,삼각형,노랑,-,-,-,8.0,7.5,3.5,20090518,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071001,필름코팅정,-,-,-,-,-,-,-,
200710892,레나바정20밀리그램(레프루노미드),19560001,동광제약(주),황색내지황토색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427916805700122,마크,20,삼각형,노랑,-,-,-,7,7,3,20090206,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071001,필름코팅정,ㄷㄱ|G,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600169,-,r0247,-,-,
200710890,레필로정20밀리그램(레프루노미드),19570021,(주)비씨월드제약,황색내지황토색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427916805700186,BC,20,삼각형,노랑,-,-,-,7.3,7.3,3.4,20090608,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071001,필름코팅정,-,-,-,-,-,-,-,
200201231,게루스정,19550017,삼남제약(주),백색의정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427970624300174,GLS,분할선,삼각형,하양,-,-,-,10.3,10.3,6.0,20060306,02340,제산제,일반의약품,20021002,나정,-,-,-,-,-,-,-,
200101598,소아용게보린-아이츄정(아세트아미노펜제피세립)(수출용),19560011,삼진제약(주),씹어먹는분홍색의삼각원형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427970624300183,SJ,분할선,삼각형,분홍,-,-,-,8.6,8.5,4.1,20060327,01140,해열.진통.소염제,일반의약품,20011018,추어블정(저작정),-,-,-,-,-,-,20180621,
200100496,소독정,19550008,정우신약(주),갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427768615900146,JW4,-,삼각형,회색,-,-,-,10,10,5.19,20120423,04290,기타의종양치료제,일반의약품,20011029,나정,-,-,-,-,-,-,20140728,
200100503,정우보중익기탕엑스정,19550008,정우신약(주),갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147809058168300072,JW5,-,삼각형,갈색,-,-,-,9.7,9.7,4.8,20080602,03290,기타의자양강장변질제,일반의약품,20011105,나정,-,-,-,-,-,-,20140728,
200200399,요로신정,19550008,정우신약(주),황갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427768615900191,JW8,-,삼각형,갈색,-,-,-,9.0,9.0,5.1,20100524,03990,따로분류되지않는대사성의약품,일반의약품,20020206,나정,-,-,-,-,-,-,20200409,
200100539,정우평위오령산정,19550008,정우신약(주),갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427768615900197,JW6,-,삼각형,회색,-,-,-,10,10,5.42,20120423,02390,기타의소화기관용약,일반의약품,20011203,나정,-,-,-,-,-,-,-,
200100478,정우육미지황탕엑스정,19550008,정우신약(주),갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427785474000000,JW1,-,삼각형,회색,-,-,-,10,10,5.48,20120423,03990,따로분류되지않는대사성의약품,일반의약품,20011013,나정,-,-,-,-,-,-,-,
200100480,정우사칠탕엑스정,19550008,정우신약(주),갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427785474000003,JW2,-,삼각형,회색,-,-,-,10,10,4.99,20120423,01900,기타의신경계및감각기관용의약품,일반의약품,20011013,나정,-,-,-,-,-,-,20140728,
200100482,정우황련해독탕엑스정,19550008,정우신약(주),갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427785474000006,JW3,-,삼각형,갈색,-,-,-,10,10,5.51,20120423,01190,기타의중추신경용약,일반의약품,20011013,나정,-,-,-,-,-,-,-,
200008990,아라바정20밀리그램(레플루노미드),20160330,(주)사노피-아벤티스코리아,이약은황색내지황토색의삼각형모양의필름코팅정이다,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427785474000069,ZBO,-,삼각형,노랑,-,-,-,7,7,4,20041222,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20000411,필름코팅정,-,-,-,-,-,-,20211012,
200711114,듀로바정20밀리그램(레플루노미드),19700002,진양제약(주),연한노란색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6J0T,JY,-,삼각형,노랑,-,-,-,7.0,7.0,4.0,20100617,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071008,필름코팅정,-,-,-,-,-,-,20190930,
200711110,키마라정20밀리그램(레플루노미드),20192749,(주)킴스제약,미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCzXnoXEtu,KIM,-,삼각형,노랑,-,-,-,6.90,6.90,3.0,20090211,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071008,필름코팅정,-,-,-,-,-,-,20201007,
200710889,레프루정(레프루노미드),19940044,대한뉴팜(주),황색내지황토색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427888519700168,LN,-,삼각형,노랑,-,-,-,8,8,3,20120405,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071001,필름코팅정,-,-,-,-,-,-,-,
200711634,류마이드정20밀리그램(레플루노미드),19650001,(주)종근당,노란색또는연한노란색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427888519700171,RM2,CKD,삼각형,노랑,-,-,-,7.23,7.23,3.93,20081027,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071024,필름코팅정,-,-,-,-,-,-,20201222,
200711109,류마킨정20밀리그램(레플루노미드),20090778,(주)한국피엠지제약,황색내지미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6MpY,PU,-,삼각형,노랑,-,-,-,7,7,3.7,20120319,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071008,필름코팅정,-,-,-,-,-,-,20191001,
200710891,아리스정20밀리그램(레프루노미드),19960030,(주)넥스팜코리아,황색내지황토색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427893111400046,NK,-,삼각형,노랑,-,-,-,7.25,7.25,3.59,20110914,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071001,필름코팅정,-,-,-,-,-,-,-,
200400150,알파스카정(피나스테리드),19550001,이연제약(주),청색사과모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428133774300013,Y,-,삼각형,파랑,-,-,-,7.35,7.1,3.78,20041223,02590,기타의비뇨생식기관및항문용약,전문의약품,20040413,필름코팅정,-,-,-,-,-,-,20210316,
199900493,치평정(을자탕),19550008,정우신약(주),회갈색의삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428018612500073,JW7,-,삼각형,갈색,-,-,-,10.4,10.4,5.5,20100524,02560,치질용제,일반의약품,19991108,나정,-,-,-,-,-,-,20111230,
200711116,아레이정20밀리그램(레플루노미드),19690009,한림제약(주),미황색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428316988100040,LEF,분할선,삼각형,노랑,-,-,-,7.3,7.3,4.1,20090306,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20071008,필름코팅정,-,-,-,-,-,-,20220304,
200500208,멜라제장용정45밀리그람(브로멜라인),19560001,동광제약(주),분홍색의장용성필름코팅한삼각형정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428181019400087,마크,-,삼각형,분홍,-,-,-,8.0,8.0,3.0,20070202,03950,효소제제,일반의약품,20050831,장용성필름코팅정,ㄷㄱ|G,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938650963600169,-,r0247,-,-,
200605263,바라크루드정1.0밀리그램(엔테카비르),20162212,(유)한국비엠에스제약,분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147860859838100066,BMS,1612,삼각형,분홍,-,-,-,10,10,4.7,20070103,03910,간장질환용제,전문의약품,20060524,필름코팅정,-,-,-,-,-,-,20200615,
200605262,바라크루드정0.5밀리그램(엔테카비르),20162212,(유)한국비엠에스제약,백색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147860859838100072,BMS,1611,삼각형,하양,-,-,-,8.4,8.4,3.6,20070103,03910,간장질환용제,전문의약품,20060524,필름코팅정,-,-,-,-,-,-,20200615,
200610641,아반다릴정4mg/2mg,20161652,(주)글락소스미스클라인,엷은주황색의둥근삼각형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900010,gsk,4/2,삼각형,주황,-,-,-,8.3,8.3,3.9,20070118,03960,당뇨병용제,전문의약품,20060807,필름코팅정,-,-,-,-,-,-,-,
200610642,아반다릴정4mg/4mg,20161652,(주)글락소스미스클라인,분홍색의둥근삼각형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900016,gsk,4/4,삼각형,갈색,-,-,-,8.3,8.3,3.9,20070118,03960,당뇨병용제,전문의약품,20060807,필름코팅정,-,-,-,-,-,-,-,
200610640,아반다릴정4mg/1mg,20161652,(주)글락소스미스클라인,노랑색의둥근삼각형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918900004,gsk,4/1,삼각형,노랑,-,-,-,8.3,8.3,3.9,20070118,03960,당뇨병용제,전문의약품,20060807,필름코팅정,-,-,-,-,-,-,-,
200608031,아마반정4mg/1mg,20160330,(주)사노피-아벤티스코리아,노랑색의둥근삼각형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875500018,gsk,4/1,삼각형,노랑,-,-,-,8.3,8.3,3.9,20070313,03960,당뇨병용제,전문의약품,20061124,필름코팅정,-,-,-,-,-,-,-,
200608030,아마반정4mg/2mg,20160330,(주)사노피-아벤티스코리아,엷은주황색의둥근삼각형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875500024,gsk,4/2,삼각형,주황,-,-,-,8.3,8.3,3.9,20070313,03960,당뇨병용제,전문의약품,20061124,필름코팅정,-,-,-,-,-,-,-,
200608029,아마반정4mg/4mg,20160330,(주)사노피-아벤티스코리아,분홍색의둥근삼각형의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875500030,gsk,4/4,삼각형,갈색,-,-,-,8.3,8.3,3.9,20070313,03960,당뇨병용제,전문의약품,20061124,필름코팅정,-,-,-,-,-,-,-,
200301846,아루진정,19600014,(주)한국파비스제약,연한적색의삼각형당의정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147428307461400010,PK,-,삼각형,분홍,-,-,-,9.73,9.73,5.37,20080704,01410,항히스타민제,일반의약품,20030205,당의정,-,-,-,-,-,-,20040724,
200210513,라파뮨정1밀리그램(시롤리무스),20160560,한국화이자제약(주),삼각형의백색당의정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151577176199300017,RAPAMUNE1mg,-,삼각형,하양,-,-,-,9.95,9.85,4.70,20060824,01420,자격요법제(비특이성면역억제제를포함),전문의약품,20020607,당의정,-,-,-,-,-,-,20220610,
201403540,엔루드정0.5밀리그램(엔테카비르수화물),19710009,대우제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723190197300058,e0.5,마크,삼각형,하양,-,-,-,8.4,8.4,3.5,20141225,03910,간장질환용제,전문의약품,20140731,필름코팅정,-,dw|cW|dN|MP|NP,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900133,-,r0044,20200524,
201403541,엔루드정1.0밀리그램(엔테카비르수화물),19710009,대우제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148662235175600112,e1,마크,삼각형,분홍,-,-,-,10.6,10.6,4.6,20141225,03910,간장질환용제,전문의약품,20140731,필름코팅정,-,dw|cW|dN|MP|NP,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900133,-,r0044,20200524,
201501931,엔카론정1.0밀리그램(엔테카비르),19620002,동국제약(주),분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24XA,D9,마크,삼각형,분홍,-,-,-,11,11,5,20151008,03910,간장질환용제,전문의약품,20150409,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20200524,
201501930,엔카론정0.5밀리그램(엔테카비르),19620002,동국제약(주),흰색∼회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mp3yEn24Xm,D8,마크,삼각형,하양,-,-,-,8.8,8.8,4,20151008,03910,간장질환용제,전문의약품,20150409,필름코팅정,-,dk|ck,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938665320000194,-,r0528,20200524,
201502793,프라임엔테카비르정1밀리그램,19950015,한국프라임제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427065184100062,KPP,-,삼각형,분홍,-,-,-,11,11,5,20151008,03910,간장질환용제,전문의약품,20150508,필름코팅정,-,-,-,-,-,-,20200524,
201501534,바라리버정0.5밀리그램(엔테카비르),19670005,풍림무약(주),흰색∼회백색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148674131164600114,PL,0.5,삼각형,하양,-,-,-,8.5,8.5,3.7,20151008,03910,간장질환용제,전문의약품,20150324,필름코팅정,-,-,-,-,-,-,20200524,
201501535,바라리버정1.0밀리그램(엔테카비르),19670005,풍림무약(주),분홍색의삼각형필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829657920500155,PL,1,삼각형,분홍,-,-,-,11,11,5.0,20151008,03910,간장질환용제,전문의약품,20150324,필름코팅정,-,-,-,-,-,-,20200524,
201401343,엔테카정1.0밀리그램(엔테카비르수화물),19580012,하나제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829647856400044,HN,1,삼각형,분홍,-,-,-,11,11,5,20150901,03910,간장질환용제,전문의약품,20140324,필름코팅정,-,-,-,-,-,-,20200521,
201401344,엔테카정0.5밀리그램(엔테카비르수화물),19580012,하나제약(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426847266800129,HN,5,삼각형,하양,-,-,-,9,9,3.5,20150901,03910,간장질환용제,전문의약품,20140324,필름코팅정,-,-,-,-,-,-,20200524,
201502324,동광엔테카비르정0.5mg,19560001,동광제약(주),백색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427043543100146,-,1/2,삼각형,하양,-,-,-,9,9,2.5,20150908,03910,간장질환용제,전문의약품,20150416,필름코팅정,-,-,-,-,-,-,20200524,
201501922,동광엔테카비르정1mg,19560001,동광제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148829642896200048,DEV,1,삼각형,분홍,-,-,-,11,11,3,20150908,03910,간장질환용제,전문의약품,20150409,필름코팅정,-,-,-,-,-,-,20200524,
201503170,뉴씨그라정5mg(타다라필),19860001,한국휴텍스제약(주),노란색의모서리가둥근삼각형모양의필름코팅정제,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427070775200137,NC,5,삼각형,노랑,-,-,-,9,4.5,2.5,20150907,02590,기타의비뇨생식기관및항문용약,전문의약품,20150527,필름코팅정,-,-,-,-,-,-,20210205,
201206904,엔페드정1밀리그램(엔테카비르),19550010,삼일제약(주),분홍색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148717327956500064,마크,E1,삼각형,분홍,-,-,-,10.5,10.5,4,20150918,03910,간장질환용제,전문의약품,20120924,필름코팅정,i|촛불,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938654295100080,-,r0285,-,20200524,
201403408,솔리드정(엔테카비르),19680005,삼익제약(주),흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426895558100084,마크,5,삼각형,하양,-,-,-,8.5,8.5,4,20150915,03910,간장질환용제,전문의약품,20140725,필름코팅정,111|III|三|≡|삼,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938661567700130,-,r0440,-,20200524,
201405424,엔테킴정1밀리그램(엔테카비르),20020017,주식회사제뉴원사이언스,분홍색삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdH2,Ls1,-,삼각형,분홍,-,-,-,11,11,5,20141211,03910,간장질환용제,전문의약품,20141120,필름코팅정,-,-,-,-,-,-,20200524,
201405425,엔테킴정0.5밀리그램(엔테카비르),20020017,주식회사제뉴원사이언스,흰색∼회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXa2J_KdCA,Ls2,-,삼각형,하양,-,-,-,9,9,4,20141211,03910,간장질환용제,전문의약품,20141120,필름코팅정,-,-,-,-,-,-,20200524,
201301587,바라엔터정0.5밀리그램(엔테카비르)(수출용),19620001,신풍제약(주),흰색~회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/149723228746300137,마크,0.5,삼각형,하양,-,-,-,8.7,8.5,3.5,20140318,03910,간장질환용제,전문의약품,20130117,필름코팅정,SP|5P|dS|d5,-,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147938640332900160,-,r0053,-,20200524,
201500595,일라크루드정0.5밀리그램(엔테카비르),19570013,일양약품(주),흰색-회백색의삼각형모양의필름코팅정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147427000324100020,IY,C05,삼각형,하양,-,-,-,8.3,8.3,3.5,20150916,03910,간장질환용제,전문의약품,20150203,필름코팅정,-,-,-,-,-,-,20200524,
