path,code,name,shape,color_front,color_back,letter_front,letter_back,colors,큰제품이미지
/content/drive/MyDrive/img_color/200904516/200904516_0.jpg,200904516,쥬르택정,장방형,하양,-,CΛJ,분할선,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1N-vZRnyppW
/content/drive/MyDrive/img_color/200904507/200904507_0.jpg,200904507,다이락스-큐정,원형,초록,-,CΛ,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/150834126208100140
/content/drive/MyDrive/img_color/200904441/200904441_0.jpg,200904441,프로펜디연질캡슐,장방형,투명,-,프로펜디,-,투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700074
/content/drive/MyDrive/img_color/200904391/200904391_0.jpg,200904391,핑크프로캡슐,장방형,빨강,노랑,PKCPKC,-,빨강/노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700047
/content/drive/MyDrive/img_color/200904308/200904308_0.jpg,200904308,맥스타제-에스정,장방형,하양,-,YPMS,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426429003700023
/content/drive/MyDrive/img_color/200907725/200907725_0.jpg,200907725,비스칸엔캡슐,장방형,하양,하양,마크NXK,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F64Xq
/content/drive/MyDrive/img_color/200906966/200906966_0.jpg,200906966,제로정150mg,마름모형,파랑,-,마크,X,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6OTx
/content/drive/MyDrive/img_color/200906642/200906642_0.jpg,200906642,더마화이트정,원형,하양,-,T,C,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627900033
/content/drive/MyDrive/img_color/200906254/200906254_0.jpg,200906254,알러샷연질캡슐,타원형,보라,-,A-S,-,보라,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661648918800015
/content/drive/MyDrive/img_color/200906301/200906301_0.jpg,200906301,덴탑플러스캡슐,장방형,빨강,빨강,덴탑플러스덴탑플러스,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FDp
/content/drive/MyDrive/img_color/200906384/200906384_0.jpg,200906384,케라민캡슐,장방형,노랑,노랑,KRMTHP,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F68AP
/content/drive/MyDrive/img_color/200906330/200906330_0.jpg,200906330,그날엔큐삼중정,원형,하양,하양,QKYUNGDONG,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700049
/content/drive/MyDrive/img_color/200906473/200906473_0.jpg,200906473,훼리너프에프캡슐,장방형,갈색,갈색,훼리너프F,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426455627800040
/content/drive/MyDrive/img_color/200905653/200905653_0.jpg,200905653,알지엔스피드연질캡슐10밀리그램,타원형,보라,-,RZN,-,보라,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900136
/content/drive/MyDrive/img_color/200905562/200905562_0.jpg,200905562,토코네슘연질캡슐,장방형,갈색,-,토코네슘,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426450252900131
/content/drive/MyDrive/img_color/200906073/200906073_0.jpg,200906073,트랜미정,원형,하양,-,T7,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6I4D
/content/drive/MyDrive/img_color/200905591/200905591_0.jpg,200905591,판토마그정,장방형,하양,-,KN2,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426445026400182
/content/drive/MyDrive/img_color/200905692/200905692_0.jpg,200905692,클라리틴정,타원형,하양,-,마크분할선10,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148609556259100171
/content/drive/MyDrive/img_color/200904082/200904082_0.jpg,200904082,로노펜300연질캡슐,타원형,초록,-,RNP,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000130
/content/drive/MyDrive/img_color/200904073/200904073_0.jpg,200904073,알벤프리졸정,장방형,분홍,-,GHA,-,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000124
/content/drive/MyDrive/img_color/200904003/200904003_0.jpg,200904003,덴타칸캡슐,장방형,파랑,파랑,NKDTC,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000106
/content/drive/MyDrive/img_color/200903837/200903837_0.jpg,200903837,마이녹실에스캡슐,장방형,빨강,노랑,현대약품마이녹실S,-,빨강/노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706772283900015
/content/drive/MyDrive/img_color/200903737/200903737_0.jpg,200903737,쿨드림연질캡슐,타원형,초록,-,쿨드림,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426422478000023
/content/drive/MyDrive/img_color/200201781/200201781_0.jpg,200201781,아스노캅셀,장방형,노랑,노랑,ASNKDC,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500121
/content/drive/MyDrive/img_color/200102789/200102789_0.jpg,200102789,잔타놀정,장방형,하양,-,CAZT,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426395116500080
/content/drive/MyDrive/img_color/200308619/200308619_0.jpg,200308619,리리스정,장방형,노랑,-,마크,분할선,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151853651029700064
/content/drive/MyDrive/img_color/200902884/200902884_0.jpg,200902884,이젠이캡슐,장방형,파랑,파랑,이젠이이젠이,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCfp
/content/drive/MyDrive/img_color/200902740/200902740_0.jpg,200902740,코크린정,장방형,하양,-,T36,MO,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6FiD
/content/drive/MyDrive/img_color/200902364/200902364_0.jpg,200902364,이프렌에스연질캡슐,장방형,초록,-,SJDX,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCmo
/content/drive/MyDrive/img_color/200902301/200902301_0.jpg,200902301,그날엔정,원형,하양,하양,NKYUNGDONG,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151706776344700043
/content/drive/MyDrive/img_color/200901818/200901818_0.jpg,200901818,리버플란연질캡슐,장방형,갈색,-,리버플란,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800137
/content/drive/MyDrive/img_color/200901620/200901620_0.jpg,200901620,미니메이드정,타원형,분홍,-,NK,-,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800131
/content/drive/MyDrive/img_color/200901619/200901619_0.jpg,200901619,알룬정,타원형,분홍,-,HS1,-,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800128
/content/drive/MyDrive/img_color/200903579/200903579_0.jpg,200903579,카이로정,장방형,하양,-,T32,분할선,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NNuh6mJov1
/content/drive/MyDrive/img_color/200903482/200903482_0.jpg,200903482,비오펜연질캡슐,타원형,초록,-,DCD,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031002845800195
/content/drive/MyDrive/img_color/200903392/200903392_0.jpg,200903392,제로민연질캡슐,타원형,초록,-,제로민,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400164
/content/drive/MyDrive/img_color/200903378/200903378_0.jpg,200903378,헤모퀸골드캡슐,장방형,갈색,갈색,KNHQ,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6KEQ
/content/drive/MyDrive/img_color/200903210/200903210_0.jpg,200903210,헤파피스연질캡슐,장방형,초록,-,CGPHP,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148604072451200094
/content/drive/MyDrive/img_color/200903043/200903043_0.jpg,200903043,리버파워포르테연질캡슐,장방형,초록,-,SC200,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426416757400080
/content/drive/MyDrive/img_color/200901148/200901148_0.jpg,200901148,엔에이피정,타원형,파랑,-,T21,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800080
/content/drive/MyDrive/img_color/200900833/200900833_0.jpg,200900833,마이칼디정,장방형,분홍,-,MM분할선D,-,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426411393800053
/content/drive/MyDrive/img_color/201003989/201003989_0.jpg,201003989,파워콜에스연질캡슐,장방형,빨강,-,D-Wpws,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MeGuNe7Nqa
/content/drive/MyDrive/img_color/201100502/201100502_0.jpg,201100502,터논연질캡슐,장방형,파랑,-,TON,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426528014500196
/content/drive/MyDrive/img_color/201007524/201007524_0.jpg,201007524,본엔디연질캡슐,장방형,갈색,-,IY본엔디,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426528014500035
/content/drive/MyDrive/img_color/201007341/201007341_0.jpg,201007341,오메코프에스캡슐,장방형,하양,하양,CGPOMFC,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/151732680805000036
/content/drive/MyDrive/img_color/201007309/201007309_0.jpg,201007309,파워본연질캡슐,장방형,갈색,-,CGPPW,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031537943900099
/content/drive/MyDrive/img_color/201007193/201007193_0.jpg,201007193,이지목플러스씨캡슐,장방형,빨강,빨강,이지목플러스,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Mv12iojCbf
/content/drive/MyDrive/img_color/201006886/201006886_0.jpg,201006886,키드칼골드츄어블정,원형,하양,-,GH,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426523050600022
/content/drive/MyDrive/img_color/201006807/201006807_0.jpg,201006807,마이어스콕골드정,타원형,분홍,-,K.D,G,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426523050600013
/content/drive/MyDrive/img_color/201006555/201006555_0.jpg,201006555,맥스케어알파정,장방형,노랑,-,SIMCα,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6OgB
/content/drive/MyDrive/img_color/201003571/201003571_0.jpg,201003571,로얄비타연질캡슐,장방형,갈색,-,DCVITA,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426497267800082
/content/drive/MyDrive/img_color/201001573/201001573_0.jpg,201001573,비타큐텐에프정,장방형,갈색,-,F10,AC,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426479322700111
/content/drive/MyDrive/img_color/201103677/201103677_0.jpg,201103677,속콜코프엘연질캡슐,타원형,빨강,-,IYL,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900159
/content/drive/MyDrive/img_color/201103628/201103628_0.jpg,201103628,스피딕400연질캡슐,장방형,투명,-,KDS400,-,투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148864205722200187
/content/drive/MyDrive/img_color/201103627/201103627_0.jpg,201103627,미그펜400연질캡슐,타원형,파랑,-,RPMGF,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O2N2RQumE7
/content/drive/MyDrive/img_color/201006075/201006075_0.jpg,201006075,판시딜캡슐,장방형,초록,노랑,판시딜판시딜,-,초록/노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200081
/content/drive/MyDrive/img_color/201005799/201005799_0.jpg,201005799,콘탑스연질캡슐,타원형,갈색,-,CONTS,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426514911200067
/content/drive/MyDrive/img_color/201005773/201005773_0.jpg,201005773,하이스펜연질캡슐,타원형,초록,-,RP-IP,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661654875400077
/content/drive/MyDrive/img_color/201004587/201004587_0.jpg,201004587,애드민정,원형,노랑,-,PU,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NC9tOLKPrF
/content/drive/MyDrive/img_color/201004044/201004044_0.jpg,201004044,파워톤연질캡슐,장방형,주황,-,DKPP0,-,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200063
/content/drive/MyDrive/img_color/201004043/201004043_0.jpg,201004043,코텐파워연질캡슐,장방형,갈색,-,Co10P,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154333336303100018
/content/drive/MyDrive/img_color/201003955/201003955_0.jpg,201003955,헬씨민큐연질캡슐,장방형,주황,-,DCHCM,-,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200045
/content/drive/MyDrive/img_color/201003954/201003954_0.jpg,201003954,하드코프캡슐,장방형,초록,노랑,MMHC,-,초록/노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426502377200039
/content/drive/MyDrive/img_color/201101491/201101491_0.jpg,201101491,비타알부골드정,장방형,갈색,-,I분할선Y,IYAL,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/152035087393900081
/content/drive/MyDrive/img_color/201101014/201101014_0.jpg,201101014,칼디업츄어블정,원형,하양,-,HS,CLD,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154595757329200030
/content/drive/MyDrive/img_color/201101007/201101007_0.jpg,201101007,콘도비타300연질캡슐,장방형,갈색,-,YJCDV,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6NAO
/content/drive/MyDrive/img_color/201101004/201101004_0.jpg,201101004,칼트레이트디400,타원형,분홍,-,Caltrate,4D분할선600,분홍,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NCzXnoXFBe
/content/drive/MyDrive/img_color/201105150/201105150_0.jpg,201105150,클린파워연질캡슐,타원형,노랑,-,MMCL,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700068
/content/drive/MyDrive/img_color/201105149/201105149_0.jpg,201105149,메가클린연질캡슐,타원형,빨강,-,MMG,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6LHm
/content/drive/MyDrive/img_color/201105016/201105016_0.jpg,201105016,브레핀에스연질캡슐,타원형,초록,-,브레핀s,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700037
/content/drive/MyDrive/img_color/201104871/201104871_0.jpg,201104871,본에킹연질캡슐,장방형,검정,-,BGD,-,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/148725977858300060
/content/drive/MyDrive/img_color/201104795/201104795_0.jpg,201104795,키즈하이츄어블정,원형,노랑,-,GHF,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426564858700011
/content/drive/MyDrive/img_color/201104519/201104519_0.jpg,201104519,목기천연질캡슐,타원형,초록,-,MGC,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MdYV-PxYoa
/content/drive/MyDrive/img_color/201104359/201104359_0.jpg,201104359,스카풀라정,원형,하양,-,SCT,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200135
/content/drive/MyDrive/img_color/201104314/201104314_0.jpg,201104314,아웃콜목골드캡슐,장방형,노랑,노랑,아웃콜목,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147978952750300136
/content/drive/MyDrive/img_color/201104267/201104267_0.jpg,201104267,스피콜드연질캡슐,장방형,빨강,-,스피콜드,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426559700200129
/content/drive/MyDrive/img_color/201104019/201104019_0.jpg,201104019,아웃콜코정,장방형,파랑,-,L분할선L,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600100
/content/drive/MyDrive/img_color/201103986/201103986_0.jpg,201103986,후라베린큐엑스정,원형,초록,-,IDPQ,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600064
/content/drive/MyDrive/img_color/201103683/201103683_0.jpg,201103683,속콜플러스연질캡슐,장방형,빨강,-,IYSCP,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154298772606600082
/content/drive/MyDrive/img_color/201103356/201103356_0.jpg,201103356,하노백플러스정,장방형,하양,-,DAHP,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426555198900017
/content/drive/MyDrive/img_color/201103161/201103161_0.jpg,201103161,메가600정,장방형,갈색,-,T분할선Λ,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NXGIZYt1z4
/content/drive/MyDrive/img_color/201103116/201103116_0.jpg,201103116,뉴콘틴연질캡슐,장방형,주황,-,KSNC,-,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146031223025500028
/content/drive/MyDrive/img_color/201102749/201102749_0.jpg,201102749,서클베인장용정75밀리그램,원형,하양,-,ASP75,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018100044
/content/drive/MyDrive/img_color/201102740/201102740_0.jpg,201102740,바실로비정,타원형,하양,-,CACM,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018100041
/content/drive/MyDrive/img_color/201102618/201102618_0.jpg,201102618,미리콜연질캡슐,장방형,초록,-,미리콜,-,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018100012
/content/drive/MyDrive/img_color/201102482/201102482_0.jpg,201102482,쎄라투연질캡슐,장방형,갈색,-,SNPCT,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000094
/content/drive/MyDrive/img_color/201102069/201102069_0.jpg,201102069,미로틱필름코팅정,장방형,노랑,-,CAMD,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426549018000061
/content/drive/MyDrive/img_color/201101451/201101451_0.jpg,201101451,알부골드연질캡슐,장방형,갈색,-,SNPBG,-,갈색,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/146030922817200035
/content/drive/MyDrive/img_color/201101833/201101833_0.jpg,201101833,타이쿨에프연질캡슐,장방형,빨강,-,타이쿨에프,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MsgmkGVc_F
/content/drive/MyDrive/img_color/201101801/201101801_0.jpg,201101801,타이푸푸연질캡슐,장방형,파랑,-,타이푸푸,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1O0bxj5Fk1v
/content/drive/MyDrive/img_color/201101576/201101576_0.jpg,201101576,미리코프연질캡슐,장방형,주황,-,미리코프,-,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426543658200084
/content/drive/MyDrive/img_color/201110747/201110747_0.jpg,201110747,이부플러스생정,타원형,파랑,-,J분할선W,-,파랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600096
/content/drive/MyDrive/img_color/201110661/201110661_0.jpg,201110661,훼리맘큐연질캡슐,타원형,검정,-,KDFQ,-,검정,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600084
/content/drive/MyDrive/img_color/201110563/201110563_0.jpg,201110563,폴시드정0,원형,노랑,-,CΛF,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600075
/content/drive/MyDrive/img_color/201110467/201110467_0.jpg,201110467,브롬콜레드연질캡슐,타원형,빨강,-,RED-B,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6NDC
/content/drive/MyDrive/img_color/201110424/201110424_0.jpg,201110424,본스칼츄어블정,원형,하양,-,CΛC,-,하양,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154653003766800067
/content/drive/MyDrive/img_color/201110192/201110192_0.jpg,201110192,체스판-에스정,장방형,초록,-,SRP,분할선,초록,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426592401600000
/content/drive/MyDrive/img_color/201110262/201110262_0.jpg,201110262,신일니코틴산아미드정,장방형,주황,-,SIL,A분할선X,주황,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147765867288000112
/content/drive/MyDrive/img_color/201110120/201110120_0.jpg,201110120,트리스펜연질캡슐,타원형,투명,-,D-WIB,-,투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000045
/content/drive/MyDrive/img_color/201110001/201110001_0.jpg,201110001,브롬콜골드연질캡슐,타원형,투명,-,GOLD-B,-,투명,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1NOwp2F6NBW
/content/drive/MyDrive/img_color/201108206/201108206_0.jpg,201108206,폴리아린에프캡슐,장방형,노랑,노랑,폴리아린에프,-,노랑,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/147426587165200136
/content/drive/MyDrive/img_color/201109826/201109826_0.jpg,201109826,메가콘사민-에프연질캡슐,타원형,빨강,-,ET-JF,-,빨강,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661645880000075
